Learning Rate	TrainLoss	TestLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	
0.00010000	0.00014114	0.00000001	0.00001993	0.00000003	0.00000000	
0.00010000	0.00015162	0.00000001	0.00001992	0.00000003	0.00000000	
0.00010000	0.00017247	0.00000001	0.00001991	0.00000004	0.00000001	
0.00010000	0.00038908	0.00000008	0.00001992	0.00000021	0.00000003	
0.00010000	0.00165934	0.00000001	0.00001992	0.00000067	0.00000015	
0.00010000	0.00249559	0.00000034	0.00001994	0.00000192	0.00000020	
0.00010000	0.00378920	0.00000003	0.00001994	0.00000106	0.00000035	
0.00010000	0.00068102	0.00000001	0.00001994	0.00000015	0.00000014	
0.00010000	0.00035887	0.00000002	0.00001994	0.00000013	0.00000005	
0.00010000	0.00032386	0.00000001	0.00001995	0.00000014	0.00000002	
0.00010000	0.00024187	0.00000001	0.00001993	0.00000009	0.00000001	
0.00010000	0.00017809	0.00000001	0.00001992	0.00000004	0.00000000	
0.00010000	0.00015654	0.00000001	0.00001991	0.00000003	0.00000000	
0.00010000	0.00014704	0.00000001	0.00001991	0.00000003	0.00000000	
0.00010000	0.00014394	0.00000001	0.00001991	0.00000003	0.00000000	
0.00010000	0.00015666	0.00000001	0.00001990	0.00000003	0.00000000	
0.00010000	0.00014275	0.00000001	0.00001990	0.00000003	0.00000000	
0.00010000	0.00015591	0.00000001	0.00001989	0.00000003	0.00000001	
0.00010000	0.00023081	0.00000001	0.00001989	0.00000008	0.00000001	
0.00010000	0.00033767	0.00000003	0.00001988	0.00000013	0.00000003	
0.00010000	0.00093323	0.00000010	0.00001988	0.00000047	0.00000012	
0.00010000	0.00265099	0.00000004	0.00001990	0.00000108	0.00000027	
0.00010000	0.00047384	0.00000003	0.00001989	0.00000017	0.00000004	
0.00010000	0.00057992	0.00000001	0.00001990	0.00000017	0.00000003	
0.00010000	0.00028041	0.00000002	0.00001989	0.00000011	0.00000001	
0.00010000	0.00020061	0.00000001	0.00001988	0.00000005	0.00000000	
0.00010000	0.00019667	0.00000001	0.00001987	0.00000006	0.00000000	
0.00010000	0.00015740	0.00000001	0.00001987	0.00000003	0.00000000	
0.00010000	0.00014840	0.00000001	0.00001986	0.00000003	0.00000000	
0.00010000	0.00015796	0.00000001	0.00001985	0.00000003	0.00000001	
0.00010000	0.00026301	0.00000003	0.00001985	0.00000011	0.00000003	
0.00010000	0.00147614	0.00000017	0.00001986	0.00000091	0.00000015	
0.00010000	0.00393413	0.00000001	0.00001986	0.00000145	0.00000031	
0.00010000	0.00093395	0.00000003	0.00001987	0.00000054	0.00000005	
0.00010000	0.00043667	0.00000004	0.00001986	0.00000022	0.00000002	
0.00010000	0.00040463	0.00000003	0.00001987	0.00000013	0.00000002	
0.00010000	0.00036428	0.00000001	0.00001985	0.00000011	0.00000001	
0.00010000	0.00025573	0.00000001	0.00001985	0.00000009	0.00000000	
0.00010000	0.00015764	0.00000001	0.00001984	0.00000004	0.00000000	
0.00010000	0.00017797	0.00000001	0.00001983	0.00000004	0.00000000	
0.00010000	0.00014663	0.00000001	0.00001983	0.00000003	0.00000000	
0.00010000	0.00017646	0.00000001	0.00001983	0.00000003	0.00000002	
0.00010000	0.00030828	0.00000002	0.00001985	0.00000004	0.00000012	
0.00010000	0.00072999	0.00000002	0.00001982	0.00000006	0.00000029	
0.00010000	0.00087410	0.00000002	0.00001983	0.00000040	0.00000005	
0.00010000	0.00047252	0.00000007	0.00001984	0.00000027	0.00000002	
0.00010000	0.00063888	0.00000002	0.00001983	0.00000022	0.00000000	
0.00010000	0.00038530	0.00000001	0.00001982	0.00000013	0.00000000	
0.00010000	0.00017067	0.00000001	0.00001982	0.00000003	0.00000001	
0.00010000	0.00025521	0.00000003	0.00001981	0.00000011	0.00000001	
0.00010000	0.00070486	0.00000005	0.00001982	0.00000033	0.00000006	
0.00010000	0.00176392	0.00000008	0.00001981	0.00000080	0.00000023	
0.00010000	0.00144583	0.00000001	0.00001983	0.00000045	0.00000010	
0.00010000	0.00048887	0.00000004	0.00001981	0.00000023	0.00000005	
0.00010000	0.00040327	0.00000001	0.00001981	0.00000012	0.00000001	
0.00010000	0.00039636	0.00000001	0.00001981	0.00000016	0.00000002	
0.00010000	0.00020053	0.00000001	0.00001980	0.00000005	0.00000001	
0.00010000	0.00017050	0.00000001	0.00001980	0.00000004	0.00000000	
0.00010000	0.00018706	0.00000001	0.00001979	0.00000004	0.00000002	
0.00010000	0.00029346	0.00000003	0.00001979	0.00000011	0.00000003	
0.00010000	0.00077726	0.00000008	0.00001979	0.00000041	0.00000005	
0.00010000	0.00195206	0.00000008	0.00001980	0.00000094	0.00000015	
0.00010000	0.00108805	0.00000001	0.00001979	0.00000031	0.00000009	
0.00010000	0.00045661	0.00000002	0.00001979	0.00000021	0.00000002	
0.00010000	0.00035708	0.00000001	0.00001978	0.00000007	0.00000004	
0.00010000	0.00023127	0.00000002	0.00001977	0.00000008	0.00000001	
0.00010000	0.00022072	0.00000001	0.00001977	0.00000006	0.00000001	
0.00010000	0.00017455	0.00000001	0.00001977	0.00000003	0.00000002	
0.00010000	0.00024759	0.00000001	0.00001976	0.00000003	0.00000007	
0.00010000	0.00045240	0.00000003	0.00001977	0.00000008	0.00000015	
0.00010000	0.00117475	0.00000014	0.00001978	0.00000062	0.00000010	
0.00010000	0.00210530	0.00000002	0.00001978	0.00000094	0.00000001	
0.00010000	0.00034622	0.00000005	0.00001976	0.00000021	0.00000000	
0.00010000	0.00051791	0.00000001	0.00001976	0.00000016	0.00000001	
0.00010000	0.00020700	0.00000001	0.00001975	0.00000004	0.00000003	
0.00010000	0.00034720	0.00000003	0.00001975	0.00000016	0.00000003	
0.00010000	0.00081841	0.00000003	0.00001975	0.00000030	0.00000014	
0.00010000	0.00125826	0.00000003	0.00001975	0.00000036	0.00000025	
0.00010000	0.00037543	0.00000001	0.00001974	0.00000010	0.00000003	
0.00010000	0.00042866	0.00000003	0.00001975	0.00000017	0.00000003	
0.00010000	0.00029302	0.00000001	0.00001975	0.00000008	0.00000001	
0.00010000	0.00024922	0.00000002	0.00001974	0.00000010	0.00000000	
0.00010000	0.00025877	0.00000001	0.00001973	0.00000008	0.00000000	
0.00010000	0.00015186	0.00000001	0.00001973	0.00000003	0.00000000	
0.00010000	0.00014939	0.00000001	0.00001972	0.00000003	0.00000000	
0.00010000	0.00024187	0.00000003	0.00001972	0.00000010	0.00000001	
0.00010000	0.00153651	0.00000027	0.00001973	0.00000102	0.00000017	
0.00010000	0.00596951	0.00000005	0.00001975	0.00000215	0.00000043	
0.00010000	0.00206304	0.00000003	0.00001975	0.00000090	0.00000009	
0.00010000	0.00107966	0.00000002	0.00001974	0.00000046	0.00000003	
0.00010000	0.00066076	0.00000002	0.00001973	0.00000026	0.00000001	
0.00010000	0.00044038	0.00000002	0.00001973	0.00000016	0.00000000	
0.00010000	0.00029921	0.00000001	0.00001973	0.00000010	0.00000000	
0.00010000	0.00021197	0.00000001	0.00001972	0.00000006	0.00000000	
0.00010000	0.00016025	0.00000001	0.00001971	0.00000004	0.00000000	
0.00010000	0.00014604	0.00000001	0.00001971	0.00000003	0.00000000	
0.00010000	0.00014521	0.00000001	0.00001970	0.00000003	0.00000000	
0.00010000	0.00014228	0.00000001	0.00001970	0.00000003	0.00000000	
0.00010000	0.00015557	0.00000001	0.00001969	0.00000003	0.00000001	
0.00010000	0.00019795	0.00000001	0.00001969	0.00000003	0.00000004	
0.00010000	0.00034927	0.00000001	0.00001970	0.00000003	0.00000013	
0.00010000	0.00049316	0.00000002	0.00001970	0.00000009	0.00000013	
0.00010000	0.00027274	0.00000001	0.00001969	0.00000007	0.00000001	
0.00010000	0.00018270	0.00000001	0.00001969	0.00000005	0.00000001	
0.00010000	0.00025905	0.00000001	0.00001968	0.00000007	0.00000002	
0.00010000	0.00022010	0.00000001	0.00001968	0.00000007	0.00000000	
0.00010000	0.00020388	0.00000001	0.00001967	0.00000006	0.00000000	
0.00010000	0.00023299	0.00000002	0.00001966	0.00000008	0.00000001	
0.00010000	0.00048907	0.00000002	0.00001967	0.00000013	0.00000012	
0.00010000	0.00173517	0.00000034	0.00001970	0.00000087	0.00000054	
0.00010000	0.00460331	0.00000015	0.00001969	0.00000174	0.00000011	
0.00010000	0.00243697	0.00000010	0.00001969	0.00000095	0.00000004	
0.00010000	0.00115146	0.00000004	0.00001969	0.00000042	0.00000003	
0.00010000	0.00039550	0.00000001	0.00001968	0.00000011	0.00000002	
0.00010000	0.00017651	0.00000001	0.00001967	0.00000003	0.00000002	
0.00010000	0.00016710	0.00000001	0.00001968	0.00000004	0.00000001	
0.00010000	0.00018140	0.00000001	0.00001967	0.00000004	0.00000000	
0.00010000	0.00016170	0.00000001	0.00001966	0.00000003	0.00000000	
0.00010000	0.00014423	0.00000001	0.00001966	0.00000003	0.00000000	
0.00010000	0.00014038	0.00000001	0.00001965	0.00000003	0.00000000	
0.00010000	0.00013983	0.00000001	0.00001965	0.00000003	0.00000000	
0.00010000	0.00014238	0.00000001	0.00001964	0.00000003	0.00000000	
0.00010000	0.00016632	0.00000001	0.00001963	0.00000004	0.00000001	
0.00010000	0.00021006	0.00000001	0.00001963	0.00000006	0.00000002	
0.00010000	0.00058678	0.00000005	0.00001964	0.00000024	0.00000012	
0.00010000	0.00267499	0.00000005	0.00001965	0.00000108	0.00000044	
0.00010000	0.00075005	0.00000005	0.00001966	0.00000027	0.00000009	
0.00010000	0.00077828	0.00000002	0.00001966	0.00000023	0.00000005	
0.00010000	0.00051708	0.00000001	0.00001965	0.00000017	0.00000003	
0.00010000	0.00024029	0.00000001	0.00001964	0.00000009	0.00000001	
0.00010000	0.00017715	0.00000001	0.00001964	0.00000005	0.00000000	
0.00010000	0.00020344	0.00000001	0.00001963	0.00000005	0.00000000	
0.00010000	0.00014827	0.00000001	0.00001962	0.00000003	0.00000000	
0.00010000	0.00015540	0.00000001	0.00001962	0.00000003	0.00000000	
0.00010000	0.00013955	0.00000001	0.00001961	0.00000003	0.00000000	
0.00010000	0.00014279	0.00000001	0.00001961	0.00000003	0.00000000	
0.00010000	0.00015626	0.00000001	0.00001960	0.00000004	0.00000000	
0.00010000	0.00021327	0.00000002	0.00001960	0.00000008	0.00000000	
0.00010000	0.00075633	0.00000014	0.00001960	0.00000051	0.00000001	
0.00010000	0.00449791	0.00000010	0.00001961	0.00000241	0.00000036	
0.00010000	0.00227136	0.00000006	0.00001963	0.00000072	0.00000038	
0.00010000	0.00108432	0.00000002	0.00001965	0.00000032	0.00000018	
0.00010000	0.00047278	0.00000001	0.00001963	0.00000011	0.00000008	
0.00010000	0.00025407	0.00000001	0.00001963	0.00000004	0.00000004	
0.00010000	0.00017953	0.00000001	0.00001962	0.00000003	0.00000002	
0.00010000	0.00016546	0.00000001	0.00001962	0.00000003	0.00000001	
0.00010000	0.00015433	0.00000001	0.00001960	0.00000003	0.00000000	
0.00010000	0.00014897	0.00000001	0.00001961	0.00000003	0.00000000	
0.00010000	0.00014350	0.00000001	0.00001960	0.00000003	0.00000000	
0.00010000	0.00014189	0.00000001	0.00001959	0.00000003	0.00000000	
0.00010000	0.00014741	0.00000001	0.00001959	0.00000003	0.00000000	
0.00010000	0.00014191	0.00000001	0.00001958	0.00000003	0.00000000	
0.00010000	0.00015075	0.00000001	0.00001958	0.00000003	0.00000000	
0.00010000	0.00014084	0.00000001	0.00001957	0.00000003	0.00000000	
0.00010000	0.00015322	0.00000001	0.00001957	0.00000004	0.00000000	
0.00010000	0.00019431	0.00000001	0.00001956	0.00000006	0.00000001	
0.00010000	0.00038983	0.00000005	0.00001955	0.00000020	0.00000002	
0.00010000	0.00169138	0.00000021	0.00001956	0.00000108	0.00000008	
0.00010000	0.00354184	0.00000001	0.00001957	0.00000130	0.00000025	
0.00010000	0.00056317	0.00000002	0.00001958	0.00000026	0.00000005	
0.00010000	0.00038330	0.00000002	0.00001956	0.00000009	0.00000006	
0.00010000	0.00021410	0.00000001	0.00001956	0.00000005	0.00000002	
0.00010000	0.00017525	0.00000001	0.00001956	0.00000003	0.00000001	
0.00010000	0.00015746	0.00000001	0.00001955	0.00000003	0.00000000	
0.00010000	0.00016119	0.00000001	0.00001954	0.00000004	0.00000000	
0.00010000	0.00015680	0.00000001	0.00001954	0.00000004	0.00000001	
0.00010000	0.00024786	0.00000002	0.00001953	0.00000009	0.00000001	
0.00010000	0.00034006	0.00000002	0.00001953	0.00000012	0.00000004	
0.00010000	0.00100722	0.00000008	0.00001953	0.00000041	0.00000025	
0.00010000	0.00224696	0.00000003	0.00001954	0.00000075	0.00000025	
0.00010000	0.00041630	0.00000003	0.00001955	0.00000010	0.00000011	
0.00010000	0.00045542	0.00000001	0.00001954	0.00000015	0.00000003	
0.00010000	0.00021220	0.00000002	0.00001954	0.00000006	0.00000002	
0.00010000	0.00026578	0.00000001	0.00001953	0.00000006	0.00000002	
0.00010000	0.00016114	0.00000001	0.00001953	0.00000003	0.00000001	
0.00010000	0.00014381	0.00000001	0.00001953	0.00000003	0.00000000	
0.00010000	0.00014398	0.00000001	0.00001952	0.00000003	0.00000000	
0.00010000	0.00014732	0.00000001	0.00001952	0.00000003	0.00000000	
0.00010000	0.00021006	0.00000003	0.00001951	0.00000008	0.00000000	
0.00010000	0.00086011	0.00000018	0.00001952	0.00000060	0.00000000	
0.00010000	0.00360700	0.00000007	0.00001953	0.00000187	0.00000008	
0.00010000	0.00135826	0.00000001	0.00001953	0.00000021	0.00000036	
0.00010000	0.00033293	0.00000002	0.00001952	0.00000008	0.00000007	
0.00010000	0.00072548	0.00000001	0.00001951	0.00000028	0.00000002	
0.00010000	0.00051100	0.00000001	0.00001951	0.00000024	0.00000001	
0.00010000	0.00020622	0.00000001	0.00001951	0.00000007	0.00000000	
0.00010000	0.00016081	0.00000001	0.00001950	0.00000003	0.00000001	
0.00010000	0.00014654	0.00000001	0.00001950	0.00000003	0.00000000	
0.00010000	0.00016366	0.00000001	0.00001949	0.00000004	0.00000001	
0.00010000	0.00022534	0.00000001	0.00001949	0.00000007	0.00000001	
0.00010000	0.00033719	0.00000003	0.00001948	0.00000014	0.00000004	
0.00010000	0.00127711	0.00000013	0.00001950	0.00000070	0.00000016	
0.00010000	0.00258424	0.00000001	0.00001952	0.00000090	0.00000025	
0.00010000	0.00036417	0.00000003	0.00001953	0.00000018	0.00000004	
0.00010000	0.00041401	0.00000002	0.00001949	0.00000012	0.00000002	
0.00010000	0.00031735	0.00000001	0.00001949	0.00000011	0.00000001	
0.00010000	0.00015748	0.00000001	0.00001948	0.00000004	0.00000000	
0.00010000	0.00018675	0.00000001	0.00001947	0.00000004	0.00000001	
0.00010000	0.00017179	0.00000001	0.00001947	0.00000004	0.00000001	
0.00010000	0.00016811	0.00000001	0.00001946	0.00000004	0.00000000	
0.00010000	0.00015783	0.00000001	0.00001946	0.00000004	0.00000000	
0.00010000	0.00014336	0.00000001	0.00001945	0.00000003	0.00000000	
0.00010000	0.00017036	0.00000002	0.00001945	0.00000005	0.00000001	
0.00010000	0.00090795	0.00000018	0.00001947	0.00000056	0.00000017	
0.00010000	0.00702928	0.00000001	0.00001948	0.00000287	0.00000064	
0.00010000	0.00155833	0.00000001	0.00001948	0.00000063	0.00000019	
0.00010000	0.00093579	0.00000002	0.00001947	0.00000030	0.00000010	
0.00010000	0.00053774	0.00000002	0.00001949	0.00000015	0.00000006	
0.00010000	0.00034184	0.00000001	0.00001947	0.00000010	0.00000003	
0.00010000	0.00021446	0.00000001	0.00001947	0.00000006	0.00000001	
0.00010000	0.00016536	0.00000001	0.00001946	0.00000004	0.00000001	
0.00010000	0.00015615	0.00000001	0.00001946	0.00000004	0.00000000	
0.00010000	0.00014672	0.00000001	0.00001945	0.00000003	0.00000000	
0.00010000	0.00014383	0.00000001	0.00001945	0.00000003	0.00000000	
0.00010000	0.00017721	0.00000001	0.00001944	0.00000005	0.00000000	
0.00010000	0.00019368	0.00000001	0.00001944	0.00000005	0.00000000	
0.00010000	0.00017055	0.00000001	0.00001943	0.00000005	0.00000000	
0.00010000	0.00024128	0.00000004	0.00001943	0.00000010	0.00000001	
0.00010000	0.00086640	0.00000012	0.00001945	0.00000053	0.00000002	
0.00010000	0.00136260	0.00000001	0.00001943	0.00000052	0.00000002	
0.00010000	0.00039740	0.00000002	0.00001942	0.00000020	0.00000000	
0.00010000	0.00021260	0.00000002	0.00001941	0.00000007	0.00000000	
0.00010000	0.00025588	0.00000001	0.00001941	0.00000007	0.00000000	
0.00010000	0.00016363	0.00000001	0.00001940	0.00000004	0.00000000	
0.00010000	0.00016907	0.00000001	0.00001940	0.00000004	0.00000001	
0.00010000	0.00022923	0.00000001	0.00001939	0.00000004	0.00000006	
0.00010000	0.00087410	0.00000005	0.00001941	0.00000027	0.00000030	
0.00010000	0.00178589	0.00000002	0.00001941	0.00000059	0.00000019	
0.00010000	0.00036202	0.00000002	0.00001941	0.00000010	0.00000008	
0.00010000	0.00040195	0.00000001	0.00001942	0.00000013	0.00000002	
0.00010000	0.00020093	0.00000002	0.00001940	0.00000006	0.00000001	
0.00010000	0.00023771	0.00000001	0.00001941	0.00000006	0.00000001	
0.00010000	0.00015260	0.00000001	0.00001939	0.00000004	0.00000000	
0.00010000	0.00019496	0.00000001	0.00001939	0.00000006	0.00000000	
0.00010000	0.00017301	0.00000001	0.00001938	0.00000004	0.00000000	
0.00010000	0.00017432	0.00000002	0.00001938	0.00000005	0.00000000	
0.00010000	0.00041827	0.00000008	0.00001938	0.00000025	0.00000000	
0.00010000	0.00222082	0.00000021	0.00001939	0.00000143	0.00000002	
0.00010000	0.00300378	0.00000001	0.00001940	0.00000099	0.00000040	
0.00010000	0.00072333	0.00000001	0.00001939	0.00000007	0.00000020	
0.00010000	0.00065188	0.00000002	0.00001938	0.00000024	0.00000009	
0.00010000	0.00044937	0.00000004	0.00001941	0.00000024	0.00000003	
0.00010000	0.00036134	0.00000003	0.00001939	0.00000017	0.00000001	
0.00010000	0.00027897	0.00000002	0.00001938	0.00000009	0.00000000	
0.00010000	0.00021736	0.00000001	0.00001938	0.00000005	0.00000001	
0.00010000	0.00014110	0.00000001	0.00001937	0.00000003	0.00000000	
0.00010000	0.00014228	0.00000001	0.00001937	0.00000003	0.00000000	
0.00010000	0.00014838	0.00000001	0.00001936	0.00000003	0.00000000	
0.00010000	0.00021835	0.00000001	0.00001936	0.00000007	0.00000001	
0.00010000	0.00028670	0.00000002	0.00001935	0.00000010	0.00000002	
0.00010000	0.00075284	0.00000009	0.00001934	0.00000040	0.00000008	
0.00010000	0.00249130	0.00000008	0.00001935	0.00000116	0.00000022	
0.00010000	0.00097188	0.00000002	0.00001936	0.00000028	0.00000006	
0.00010000	0.00058783	0.00000001	0.00001935	0.00000022	0.00000004	
0.00010000	0.00018045	0.00000001	0.00001934	0.00000005	0.00000001	
0.00010000	0.00023556	0.00000001	0.00001934	0.00000006	0.00000001	
0.00010000	0.00014978	0.00000001	0.00001934	0.00000003	0.00000001	
0.00010000	0.00013795	0.00000001	0.00001933	0.00000003	0.00000000	
0.00010000	0.00014870	0.00000001	0.00001933	0.00000003	0.00000001	
0.00010000	0.00027129	0.00000003	0.00001932	0.00000011	0.00000003	
0.00010000	0.00149489	0.00000017	0.00001933	0.00000088	0.00000016	
0.00010000	0.00339271	0.00000001	0.00001933	0.00000123	0.00000025	
0.00010000	0.00063819	0.00000003	0.00001932	0.00000037	0.00000005	
0.00010000	0.00042161	0.00000004	0.00001934	0.00000016	0.00000002	
0.00010000	0.00047604	0.00000002	0.00001932	0.00000014	0.00000002	
0.00010000	0.00032780	0.00000001	0.00001931	0.00000013	0.00000000	
0.00010000	0.00017413	0.00000001	0.00001931	0.00000005	0.00000001	
0.00010000	0.00023304	0.00000001	0.00001931	0.00000007	0.00000000	
0.00010000	0.00014419	0.00000001	0.00001930	0.00000003	0.00000000	
0.00010000	0.00016259	0.00000001	0.00001930	0.00000004	0.00000000	
0.00010000	0.00018567	0.00000002	0.00001929	0.00000006	0.00000000	
0.00010000	0.00029802	0.00000004	0.00001930	0.00000012	0.00000003	
0.00010000	0.00103829	0.00000002	0.00001932	0.00000021	0.00000039	
0.00010000	0.00384279	0.00000004	0.00001932	0.00000194	0.00000026	
0.00010000	0.00164235	0.00000001	0.00001933	0.00000094	0.00000004	
0.00010000	0.00066294	0.00000001	0.00001932	0.00000028	0.00000003	
0.00010000	0.00024782	0.00000001	0.00001930	0.00000005	0.00000003	
0.00010000	0.00025012	0.00000001	0.00001931	0.00000008	0.00000001	
0.00010000	0.00027037	0.00000001	0.00001930	0.00000009	0.00000001	
0.00010000	0.00015707	0.00000001	0.00001929	0.00000003	0.00000000	
0.00010000	0.00015717	0.00000001	0.00001929	0.00000004	0.00000000	
0.00010000	0.00015088	0.00000001	0.00001928	0.00000004	0.00000000	
0.00010000	0.00014283	0.00000001	0.00001928	0.00000003	0.00000000	
0.00010000	0.00013754	0.00000001	0.00001927	0.00000003	0.00000000	
0.00010000	0.00017580	0.00000001	0.00001927	0.00000005	0.00000001	
0.00010000	0.00043912	0.00000004	0.00001926	0.00000018	0.00000008	
0.00010000	0.00229614	0.00000008	0.00001930	0.00000104	0.00000038	
0.00010000	0.00115275	0.00000004	0.00001928	0.00000033	0.00000011	
0.00010000	0.00082658	0.00000001	0.00001928	0.00000023	0.00000008	
0.00010000	0.00032019	0.00000001	0.00001928	0.00000011	0.00000003	
0.00010000	0.00018508	0.00000001	0.00001928	0.00000006	0.00000001	
0.00010000	0.00020810	0.00000001	0.00001927	0.00000005	0.00000001	
0.00010000	0.00017412	0.00000001	0.00001927	0.00000004	0.00000000	
0.00010000	0.00014091	0.00000001	0.00001926	0.00000003	0.00000000	
0.00010000	0.00014757	0.00000001	0.00001926	0.00000003	0.00000000	
0.00010000	0.00013759	0.00000001	0.00001925	0.00000003	0.00000000	
0.00010000	0.00014005	0.00000001	0.00001924	0.00000003	0.00000000	
0.00010000	0.00014891	0.00000001	0.00001924	0.00000003	0.00000001	
0.00010000	0.00037728	0.00000006	0.00001924	0.00000018	0.00000006	
0.00010000	0.00308018	0.00000021	0.00001927	0.00000170	0.00000040	
0.00010000	0.00249426	0.00000009	0.00001925	0.00000083	0.00000015	
0.00010000	0.00139050	0.00000004	0.00001927	0.00000046	0.00000007	
0.00010000	0.00071162	0.00000002	0.00001925	0.00000024	0.00000003	
0.00010000	0.00036361	0.00000001	0.00001925	0.00000012	0.00000001	
0.00010000	0.00020784	0.00000001	0.00001924	0.00000006	0.00000001	
0.00010000	0.00016561	0.00000001	0.00001924	0.00000004	0.00000001	
0.00010000	0.00015555	0.00000001	0.00001923	0.00000003	0.00000000	
0.00010000	0.00015810	0.00000001	0.00001923	0.00000004	0.00000000	
0.00010000	0.00015206	0.00000001	0.00001922	0.00000004	0.00000000	
0.00010000	0.00017548	0.00000001	0.00001922	0.00000004	0.00000001	
0.00010000	0.00017272	0.00000001	0.00001922	0.00000004	0.00000001	
0.00010000	0.00019535	0.00000002	0.00001921	0.00000005	0.00000002	
0.00010000	0.00031511	0.00000003	0.00001922	0.00000008	0.00000007	
0.00010000	0.00060239	0.00000003	0.00001922	0.00000007	0.00000024	
0.00010000	0.00190664	0.00000012	0.00001920	0.00000113	0.00000009	
0.00010000	0.00098631	0.00000009	0.00001922	0.00000043	0.00000001	
0.00010000	0.00097558	0.00000001	0.00001921	0.00000033	0.00000003	
0.00010000	0.00020755	0.00000001	0.00001921	0.00000005	0.00000001	
0.00010000	0.00016203	0.00000001	0.00001920	0.00000003	0.00000001	
0.00010000	0.00026085	0.00000001	0.00001920	0.00000009	0.00000001	
0.00010000	0.00026793	0.00000001	0.00001919	0.00000008	0.00000003	
0.00010000	0.00056122	0.00000006	0.00001920	0.00000023	0.00000012	
0.00010000	0.00220407	0.00000005	0.00001920	0.00000090	0.00000029	
0.00010000	0.00061375	0.00000003	0.00001919	0.00000019	0.00000004	
0.00010000	0.00066984	0.00000001	0.00001920	0.00000024	0.00000004	
0.00010000	0.00022256	0.00000002	0.00001919	0.00000009	0.00000001	
0.00010000	0.00027422	0.00000001	0.00001918	0.00000008	0.00000000	
0.00010000	0.00017707	0.00000001	0.00001918	0.00000005	0.00000000	
0.00010000	0.00019819	0.00000001	0.00001917	0.00000005	0.00000000	
0.00010000	0.00014145	0.00000001	0.00001917	0.00000003	0.00000000	
0.00010000	0.00013993	0.00000001	0.00001916	0.00000003	0.00000000	
0.00010000	0.00017674	0.00000001	0.00001916	0.00000005	0.00000001	
0.00010000	0.00071900	0.00000012	0.00001917	0.00000036	0.00000017	
0.00010000	0.00481054	0.00000008	0.00001921	0.00000221	0.00000043	
0.00010000	0.00093587	0.00000004	0.00001916	0.00000042	0.00000014	
0.00010000	0.00049297	0.00000002	0.00001918	0.00000018	0.00000006	
0.00010000	0.00028331	0.00000002	0.00001918	0.00000009	0.00000002	
0.00010000	0.00021467	0.00000001	0.00001918	0.00000005	0.00000001	
0.00010000	0.00019382	0.00000001	0.00001917	0.00000004	0.00000001	
0.00010000	0.00020700	0.00000001	0.00001917	0.00000006	0.00000000	
0.00010000	0.00014302	0.00000001	0.00001916	0.00000003	0.00000000	
0.00010000	0.00013866	0.00000001	0.00001915	0.00000003	0.00000000	
0.00010000	0.00013789	0.00000001	0.00001915	0.00000003	0.00000000	
0.00010000	0.00016327	0.00000002	0.00001914	0.00000005	0.00000000	
0.00010000	0.00050888	0.00000009	0.00001914	0.00000030	0.00000002	
0.00010000	0.00166409	0.00000002	0.00001917	0.00000076	0.00000004	
0.00010000	0.00040046	0.00000005	0.00001913	0.00000025	0.00000001	
0.00010000	0.00039235	0.00000002	0.00001913	0.00000013	0.00000000	
0.00010000	0.00031128	0.00000001	0.00001913	0.00000010	0.00000000	
0.00010000	0.00016796	0.00000001	0.00001912	0.00000004	0.00000001	
0.00010000	0.00046855	0.00000006	0.00001913	0.00000023	0.00000011	
0.00010000	0.00348690	0.00000005	0.00001914	0.00000129	0.00000068	
0.00010000	0.00091710	0.00000003	0.00001915	0.00000032	0.00000021	
0.00010000	0.00054208	0.00000003	0.00001916	0.00000017	0.00000009	
0.00010000	0.00038847	0.00000002	0.00001916	0.00000012	0.00000004	
0.00010000	0.00030213	0.00000002	0.00001915	0.00000008	0.00000002	
0.00010000	0.00023256	0.00000001	0.00001915	0.00000006	0.00000001	
0.00010000	0.00018320	0.00000001	0.00001914	0.00000004	0.00000000	
0.00010000	0.00015018	0.00000001	0.00001913	0.00000003	0.00000000	
0.00010000	0.00013940	0.00000001	0.00001913	0.00000003	0.00000000	
0.00010000	0.00013945	0.00000001	0.00001912	0.00000003	0.00000000	
0.00010000	0.00013707	0.00000001	0.00001912	0.00000003	0.00000000	
0.00010000	0.00013585	0.00000001	0.00001911	0.00000003	0.00000000	
0.00010000	0.00013525	0.00000001	0.00001910	0.00000003	0.00000000	
0.00010000	0.00014064	0.00000001	0.00001910	0.00000003	0.00000000	
0.00010000	0.00016265	0.00000001	0.00001910	0.00000005	0.00000000	
0.00010000	0.00031360	0.00000005	0.00001909	0.00000017	0.00000000	
0.00010000	0.00190393	0.00000030	0.00001911	0.00000136	0.00000002	
0.00010000	0.00423697	0.00000002	0.00001911	0.00000161	0.00000019	
0.00010000	0.00052748	0.00000001	0.00001910	0.00000011	0.00000008	
0.00010000	0.00029602	0.00000002	0.00001909	0.00000007	0.00000005	
0.00010000	0.00030020	0.00000003	0.00001909	0.00000010	0.00000001	
0.00010000	0.00038745	0.00000001	0.00001908	0.00000012	0.00000001	
0.00010000	0.00015722	0.00000001	0.00001909	0.00000003	0.00000001	
0.00010000	0.00015356	0.00000001	0.00001908	0.00000003	0.00000000	
0.00010000	0.00013866	0.00000001	0.00001907	0.00000003	0.00000000	
0.00010000	0.00016180	0.00000001	0.00001907	0.00000004	0.00000001	
