Learning Rate	TrainLoss	TestLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	
0.00100000	0.05661325	0.00001015	0.00010229	0.00003778	0.00000955	
0.00100000	0.34356937	0.00000306	0.00011348	0.00014500	0.00003548	
0.00100000	0.05906642	0.00000100	0.00010662	0.00003243	0.00000917	
0.00100000	0.02843939	0.00000080	0.00010471	0.00001374	0.00000415	
0.00100000	0.01542327	0.00000051	0.00010398	0.00000656	0.00000200	
0.00100000	0.01067938	0.00000076	0.00010214	0.00000452	0.00000094	
0.00100000	0.00968442	0.00000045	0.00010177	0.00000357	0.00000044	
0.00100000	0.00591208	0.00000006	0.00010103	0.00000214	0.00000024	
0.00100000	0.00217713	0.00000010	0.00010037	0.00000085	0.00000015	
0.00100000	0.00123423	0.00000007	0.00010000	0.00000038	0.00000005	
0.00100000	0.00108735	0.00000005	0.00009956	0.00000031	0.00000004	
0.00100000	0.00087903	0.00000006	0.00009914	0.00000020	0.00000003	
0.00100000	0.00110162	0.00000018	0.00009872	0.00000044	0.00000003	
0.00100000	0.00909288	0.00000345	0.00009842	0.00000798	0.00000032	
0.00100000	0.21605757	0.00002740	0.00010650	0.00016388	0.00000613	
0.00100000	0.21016520	0.00001171	0.00012178	0.00010742	0.00000328	
0.00100000	0.07447762	0.00000073	0.00012407	0.00002878	0.00000431	
0.00100000	0.08931495	0.00000066	0.00011811	0.00004504	0.00000809	
0.00100000	0.10818315	0.00001134	0.00013225	0.00005431	0.00002156	
0.00100000	0.09426781	0.00000211	0.00012270	0.00004520	0.00000154	
0.00100000	0.03584065	0.00000127	0.00011520	0.00001386	0.00000202	
0.00100000	0.01859303	0.00000099	0.00010953	0.00000758	0.00000076	
0.00100000	0.01279186	0.00000016	0.00010552	0.00000509	0.00000017	
0.00100000	0.00471641	0.00000013	0.00010532	0.00000185	0.00000029	
0.00100000	0.00559902	0.00000015	0.00010381	0.00000254	0.00000054	
0.00100000	0.00833810	0.00000120	0.00010362	0.00000360	0.00000249	
0.00100000	0.06169987	0.00000590	0.00010527	0.00002892	0.00001375	
0.00100000	0.13547496	0.00000069	0.00010717	0.00004663	0.00001501	
0.00100000	0.01864769	0.00000153	0.00010517	0.00001073	0.00000329	
0.00100000	0.02267499	0.00000017	0.00010361	0.00000637	0.00000228	
0.00100000	0.01116065	0.00000031	0.00010286	0.00000520	0.00000144	
0.00100000	0.00417382	0.00000022	0.00010233	0.00000134	0.00000022	
0.00100000	0.00400471	0.00000011	0.00010192	0.00000155	0.00000034	
0.00100000	0.00201415	0.00000006	0.00010165	0.00000054	0.00000020	
0.00100000	0.00123345	0.00000006	0.00010107	0.00000037	0.00000005	
0.00100000	0.00113138	0.00000008	0.00010056	0.00000031	0.00000010	
0.00100000	0.00308215	0.00000058	0.00010026	0.00000165	0.00000048	
0.00100000	0.03317066	0.00000691	0.00010072	0.00002123	0.00000691	
0.00100000	0.32743546	0.00000520	0.00011162	0.00015746	0.00004044	
0.00100000	0.09131399	0.00000196	0.00011501	0.00004058	0.00001193	
0.00100000	0.04110917	0.00000200	0.00010330	0.00002115	0.00000522	
0.00100000	0.02341196	0.00000099	0.00010263	0.00000909	0.00000265	
0.00100000	0.01008697	0.00000030	0.00010212	0.00000387	0.00000124	
0.00100000	0.00465656	0.00000024	0.00010090	0.00000175	0.00000066	
0.00100000	0.00368526	0.00000022	0.00010076	0.00000116	0.00000030	
0.00100000	0.00383639	0.00000011	0.00010022	0.00000147	0.00000013	
0.00100000	0.00345268	0.00000076	0.00009987	0.00000204	0.00000037	
0.00100000	0.03027983	0.00000600	0.00010010	0.00002248	0.00000033	
0.00100000	0.15196237	0.00000688	0.00010257	0.00008852	0.00000272	
0.00100000	0.05133253	0.00000363	0.00010469	0.00002171	0.00000093	
0.00100000	0.03791190	0.00000112	0.00010563	0.00001421	0.00000048	
0.00100000	0.02189124	0.00000006	0.00010385	0.00000989	0.00000004	
0.00100000	0.00547065	0.00000029	0.00010174	0.00000351	0.00000003	
0.00100000	0.00253637	0.00000017	0.00010062	0.00000087	0.00000009	
0.00100000	0.00206826	0.00000006	0.00010009	0.00000059	0.00000014	
0.00100000	0.00368251	0.00000034	0.00009969	0.00000197	0.00000066	
0.00100000	0.03404749	0.00000399	0.00010073	0.00001505	0.00001371	
0.00100000	0.24655837	0.00000850	0.00011399	0.00009829	0.00004237	
0.00100000	0.08122171	0.00000361	0.00010744	0.00002316	0.00001276	
0.00100000	0.06444672	0.00000042	0.00010567	0.00002502	0.00000538	
0.00100000	0.01904021	0.00000024	0.00010831	0.00000775	0.00000218	
0.00100000	0.01058602	0.00000018	0.00010792	0.00000302	0.00000153	
0.00100000	0.00509799	0.00000063	0.00010662	0.00000177	0.00000085	
0.00100000	0.00681821	0.00000006	0.00010551	0.00000257	0.00000034	
0.00100000	0.00216088	0.00000014	0.00010437	0.00000065	0.00000024	
0.00100000	0.00251260	0.00000013	0.00010398	0.00000096	0.00000008	
0.00100000	0.00387246	0.00000087	0.00010345	0.00000261	0.00000009	
0.00100000	0.03542172	0.00000910	0.00010389	0.00002840	0.00000015	
0.00100000	0.28697032	0.00001696	0.00010699	0.00018478	0.00000334	
0.00100000	0.15321254	0.00000508	0.00010548	0.00005590	0.00000543	
0.00100000	0.04535731	0.00000123	0.00010326	0.00001550	0.00000391	
0.00100000	0.01231884	0.00000058	0.00010349	0.00000455	0.00000161	
0.00100000	0.00915008	0.00000096	0.00010281	0.00000460	0.00000118	
0.00100000	0.00909809	0.00000027	0.00010176	0.00000316	0.00000023	
0.00100000	0.00342095	0.00000009	0.00010108	0.00000115	0.00000013	
0.00100000	0.00176112	0.00000014	0.00010042	0.00000035	0.00000044	
0.00100000	0.00539950	0.00000027	0.00010001	0.00000242	0.00000085	
0.00100000	0.01519191	0.00000109	0.00009980	0.00000560	0.00000538	
0.00100000	0.08365412	0.00000580	0.00010715	0.00003283	0.00002272	
0.00100000	0.11503626	0.00000059	0.00010711	0.00004559	0.00000689	
0.00100000	0.02889576	0.00000343	0.00010309	0.00001604	0.00000429	
0.00100000	0.04617471	0.00000018	0.00010263	0.00001806	0.00000101	
0.00100000	0.01740984	0.00000117	0.00010214	0.00001193	0.00000022	
0.00100000	0.01363334	0.00000013	0.00010211	0.00000497	0.00000009	
0.00100000	0.00441172	0.00000019	0.00010107	0.00000209	0.00000017	
0.00100000	0.00243111	0.00000011	0.00010058	0.00000082	0.00000021	
0.00100000	0.00452675	0.00000058	0.00010006	0.00000218	0.00000082	
0.00100000	0.03749459	0.00000843	0.00010002	0.00002790	0.00000254	
0.00100000	0.27575438	0.00001229	0.00010456	0.00016439	0.00001233	
0.00100000	0.15780422	0.00001198	0.00010905	0.00006275	0.00001159	
0.00100000	0.10785363	0.00000497	0.00010282	0.00004262	0.00000151	
0.00100000	0.05036200	0.00000187	0.00010441	0.00001841	0.00000387	
0.00100000	0.03055284	0.00000075	0.00010346	0.00001181	0.00000042	
0.00100000	0.01272535	0.00000021	0.00010166	0.00000499	0.00000025	
0.00100000	0.00608695	0.00000019	0.00010120	0.00000173	0.00000116	
0.00100000	0.00893366	0.00000017	0.00010060	0.00000297	0.00000183	
0.00100000	0.00903077	0.00000015	0.00010054	0.00000162	0.00000401	
0.00100000	0.02282386	0.00000098	0.00010191	0.00000545	0.00000959	
0.00100000	0.04992005	0.00000071	0.00010205	0.00001750	0.00000869	
0.00100000	0.01459100	0.00000014	0.00010153	0.00000524	0.00000084	
0.00100000	0.00949162	0.00000095	0.00010120	0.00000545	0.00000142	
0.00100000	0.02658587	0.00000175	0.00010119	0.00001419	0.00000170	
0.00100000	0.03723521	0.00000152	0.00010092	0.00001950	0.00000120	
0.00100000	0.03432930	0.00000134	0.00010026	0.00001684	0.00000151	
0.00100000	0.02757499	0.00000039	0.00009999	0.00000964	0.00000575	
0.00100000	0.05671120	0.00000049	0.00010183	0.00001236	0.00002035	
0.00100000	0.03724942	0.00000139	0.00010984	0.00000947	0.00000781	
0.00100000	0.03399255	0.00000088	0.00010540	0.00001670	0.00000451	
0.00100000	0.02703549	0.00000389	0.00010536	0.00001789	0.00000206	
0.00100000	0.27428824	0.00003692	0.00010874	0.00020722	0.00000298	
0.00100000	0.29696945	0.00000797	0.00010817	0.00011829	0.00000377	
0.00100000	0.07442366	0.00000102	0.00010658	0.00003435	0.00000212	
0.00100000	0.03584936	0.00000016	0.00010601	0.00001842	0.00000307	
0.00100000	0.01223052	0.00000047	0.00010429	0.00000489	0.00000069	
0.00100000	0.00665151	0.00000047	0.00010378	0.00000286	0.00000026	
0.00100000	0.00475855	0.00000012	0.00010270	0.00000164	0.00000023	
0.00100000	0.00334537	0.00000022	0.00010192	0.00000153	0.00000076	
0.00100000	0.01365738	0.00000081	0.00010258	0.00000274	0.00000740	
0.00100000	0.09732291	0.00000160	0.00010981	0.00003234	0.00002709	
0.00100000	0.04115055	0.00000165	0.00011362	0.00001288	0.00000626	
0.00100000	0.05579019	0.00000039	0.00010690	0.00002161	0.00000414	
0.00100000	0.02693344	0.00000191	0.00010523	0.00001643	0.00000182	
0.00100000	0.01471637	0.00000115	0.00010363	0.00000662	0.00000019	
0.00100000	0.01274241	0.00000009	0.00010336	0.00000468	0.00000043	
0.00100000	0.00284459	0.00000008	0.00010299	0.00000116	0.00000010	
0.00100000	0.00176479	0.00000012	0.00010259	0.00000038	0.00000035	
0.00100000	0.00315401	0.00000013	0.00010189	0.00000139	0.00000011	
0.00100000	0.00223171	0.00000005	0.00010157	0.00000078	0.00000005	
0.00100000	0.00111901	0.00000007	0.00010088	0.00000026	0.00000014	
0.00100000	0.00344831	0.00000053	0.00010022	0.00000183	0.00000057	
0.00100000	0.03918431	0.00000773	0.00010046	0.00002826	0.00000444	
0.00100000	0.35221246	0.00000588	0.00010642	0.00018999	0.00003433	
0.00100000	0.16224995	0.00000713	0.00015251	0.00008178	0.00001434	
0.00100000	0.14589807	0.00000816	0.00011849	0.00008464	0.00000565	
0.00100000	0.08787136	0.00000445	0.00011046	0.00004994	0.00000177	
0.00100000	0.04786623	0.00000197	0.00010858	0.00002375	0.00000033	
0.00100000	0.01584560	0.00000040	0.00010463	0.00000882	0.00000022	
0.00100000	0.00823572	0.00000017	0.00010279	0.00000370	0.00000053	
0.00100000	0.00471724	0.00000007	0.00010215	0.00000218	0.00000009	
0.00100000	0.00272630	0.00000006	0.00010094	0.00000125	0.00000007	
0.00100000	0.00138525	0.00000005	0.00010037	0.00000047	0.00000007	
0.00100000	0.00097272	0.00000005	0.00009981	0.00000029	0.00000003	
0.00100000	0.00100130	0.00000009	0.00009941	0.00000027	0.00000010	
0.00100000	0.00286850	0.00000022	0.00009911	0.00000060	0.00000127	
0.00100000	0.02632540	0.00000148	0.00010167	0.00000555	0.00001576	
0.00100000	0.07653208	0.00000185	0.00011223	0.00001725	0.00001821	
0.00100000	0.02421686	0.00000321	0.00011092	0.00000919	0.00000433	
0.00100000	0.06671210	0.00000067	0.00010844	0.00003369	0.00000059	
0.00100000	0.01091722	0.00000120	0.00010541	0.00000785	0.00000039	
0.00100000	0.01228878	0.00000010	0.00010376	0.00000437	0.00000038	
0.00100000	0.00228983	0.00000027	0.00010347	0.00000059	0.00000040	
0.00100000	0.00475345	0.00000015	0.00010300	0.00000227	0.00000005	
0.00100000	0.00186238	0.00000007	0.00010241	0.00000057	0.00000012	
0.00100000	0.00413633	0.00000099	0.00010192	0.00000280	0.00000036	
0.00100000	0.05447824	0.00001279	0.00010222	0.00004329	0.00000242	
0.00100000	0.41963977	0.00000894	0.00010674	0.00022175	0.00002712	
0.00100000	0.13991310	0.00000296	0.00010762	0.00007815	0.00000975	
0.00100000	0.08768171	0.00000091	0.00010543	0.00004935	0.00000550	
0.00100000	0.03886913	0.00000047	0.00010449	0.00002037	0.00000192	
0.00100000	0.02741074	0.00000119	0.00010423	0.00001218	0.00000064	
0.00100000	0.01799755	0.00000062	0.00010356	0.00000704	0.00000058	
0.00100000	0.00741632	0.00000041	0.00010198	0.00000276	0.00000056	
0.00100000	0.00325503	0.00000012	0.00010145	0.00000120	0.00000029	
0.00100000	0.00180820	0.00000009	0.00010087	0.00000071	0.00000009	
0.00100000	0.00165019	0.00000007	0.00010044	0.00000036	0.00000031	
0.00100000	0.00232742	0.00000008	0.00010015	0.00000037	0.00000087	
0.00100000	0.00743395	0.00000019	0.00010016	0.00000071	0.00000432	
0.00100000	0.03218845	0.00000048	0.00010295	0.00000388	0.00001653	
0.00100000	0.04696836	0.00000056	0.00010674	0.00001594	0.00000710	
0.00100000	0.01810469	0.00000292	0.00010482	0.00000894	0.00000322	
0.00100000	0.03223034	0.00000006	0.00010343	0.00001354	0.00000045	
0.00100000	0.00830702	0.00000125	0.00010228	0.00000561	0.00000019	
0.00100000	0.01060034	0.00000007	0.00010160	0.00000414	0.00000004	
0.00100000	0.00218271	0.00000016	0.00010119	0.00000108	0.00000006	
0.00100000	0.00283239	0.00000011	0.00010056	0.00000115	0.00000003	
0.00100000	0.00151369	0.00000010	0.00009999	0.00000055	0.00000003	
0.00100000	0.00294334	0.00000048	0.00009971	0.00000171	0.00000028	
0.00100000	0.04518034	0.00001267	0.00009987	0.00003361	0.00000876	
0.00100000	0.52176080	0.00000283	0.00011391	0.00023554	0.00005215	
0.00100000	0.10347688	0.00000190	0.00011104	0.00004496	0.00001669	
0.00100000	0.09176039	0.00000348	0.00010531	0.00003937	0.00000646	
0.00100000	0.09707989	0.00000016	0.00010426	0.00004012	0.00000249	
0.00100000	0.02145649	0.00000193	0.00010136	0.00001188	0.00000273	
0.00100000	0.01480964	0.00000040	0.00010140	0.00000702	0.00000057	
0.00100000	0.00492645	0.00000008	0.00010109	0.00000156	0.00000044	
0.00100000	0.00317489	0.00000008	0.00010047	0.00000127	0.00000017	
0.00100000	0.00409496	0.00000027	0.00009992	0.00000223	0.00000005	
0.00100000	0.00710724	0.00000190	0.00009968	0.00000480	0.00000057	
0.00100000	0.06448443	0.00001035	0.00010094	0.00004405	0.00000303	
0.00100000	0.14805462	0.00000023	0.00010643	0.00005667	0.00000679	
0.00100000	0.02941293	0.00000009	0.00010971	0.00001462	0.00000228	
0.00100000	0.01206242	0.00000016	0.00010921	0.00000665	0.00000093	
0.00100000	0.00550731	0.00000015	0.00010610	0.00000312	0.00000037	
0.00100000	0.00277122	0.00000023	0.00010332	0.00000153	0.00000015	
0.00100000	0.00216675	0.00000018	0.00010280	0.00000081	0.00000010	
0.00100000	0.00249735	0.00000006	0.00010230	0.00000076	0.00000015	
0.00100000	0.00161947	0.00000009	0.00010183	0.00000062	0.00000007	
0.00100000	0.00107279	0.00000005	0.00010136	0.00000024	0.00000007	
0.00100000	0.00122264	0.00000008	0.00010088	0.00000034	0.00000012	
0.00100000	0.00132107	0.00000006	0.00010040	0.00000038	0.00000008	
0.00100000	0.00125746	0.00000008	0.00009987	0.00000036	0.00000013	
0.00100000	0.00342149	0.00000023	0.00009945	0.00000100	0.00000134	
0.00100000	0.03400163	0.00000160	0.00010166	0.00000742	0.00002031	
0.00100000	0.21244288	0.00001682	0.00011496	0.00009978	0.00002984	
0.00100000	0.36427640	0.00000240	0.00013624	0.00015138	0.00000580	
0.00100000	0.07788636	0.00000205	0.00012477	0.00003505	0.00000215	
0.00100000	0.03658741	0.00000172	0.00011096	0.00001653	0.00000081	
0.00100000	0.02050588	0.00000098	0.00010668	0.00000829	0.00000025	
0.00100000	0.00792802	0.00000012	0.00010387	0.00000298	0.00000022	
0.00100000	0.00363503	0.00000045	0.00010326	0.00000195	0.00000032	
0.00100000	0.00553166	0.00000008	0.00010269	0.00000195	0.00000031	
0.00100000	0.00450638	0.00000064	0.00010224	0.00000236	0.00000084	
0.00100000	0.02578106	0.00000241	0.00010220	0.00001392	0.00000354	
0.00100000	0.09102506	0.00000612	0.00010513	0.00004449	0.00001201	
0.00100000	0.09899713	0.00000010	0.00010506	0.00003666	0.00000572	
0.00100000	0.01441024	0.00000175	0.00010237	0.00001047	0.00000112	
0.00100000	0.02070110	0.00000011	0.00010145	0.00000701	0.00000111	
0.00100000	0.00369931	0.00000010	0.00010073	0.00000181	0.00000008	
0.00100000	0.00240962	0.00000007	0.00010025	0.00000058	0.00000041	
0.00100000	0.00298194	0.00000032	0.00009986	0.00000113	0.00000055	
0.00100000	0.01042502	0.00000120	0.00009954	0.00000608	0.00000084	
0.00100000	0.04680182	0.00000574	0.00010038	0.00002792	0.00000620	
0.00100000	0.19632924	0.00000539	0.00010900	0.00008809	0.00002629	
0.00100000	0.05273528	0.00000263	0.00010283	0.00001943	0.00000560	
0.00100000	0.05658815	0.00000008	0.00010073	0.00001841	0.00000475	
0.00100000	0.01262157	0.00000013	0.00010044	0.00000346	0.00000318	
0.00100000	0.00994020	0.00000131	0.00010009	0.00000651	0.00000088	
0.00100000	0.02039883	0.00000131	0.00009929	0.00001016	0.00000054	
0.00100000	0.05020432	0.00000948	0.00010051	0.00003613	0.00000289	
0.00100000	0.17641607	0.00000127	0.00010428	0.00008478	0.00000091	
0.00100000	0.01891406	0.00000161	0.00010359	0.00001118	0.00000167	
0.00100000	0.01251931	0.00000073	0.00010282	0.00000461	0.00000061	
0.00100000	0.00761339	0.00000027	0.00010180	0.00000199	0.00000120	
0.00100000	0.01065729	0.00000040	0.00010072	0.00000574	0.00000023	
0.00100000	0.00483445	0.00000006	0.00010015	0.00000155	0.00000033	
0.00100000	0.00291662	0.00000017	0.00009986	0.00000062	0.00000130	
0.00100000	0.03642557	0.00000472	0.00010068	0.00001883	0.00001203	
0.00100000	0.23823951	0.00001018	0.00011440	0.00010481	0.00003496	
0.00100000	0.11345233	0.00000197	0.00011029	0.00003912	0.00001291	
0.00100000	0.03091158	0.00000027	0.00011279	0.00001019	0.00000568	
0.00100000	0.01055334	0.00000021	0.00010781	0.00000426	0.00000222	
0.00100000	0.00650588	0.00000026	0.00010552	0.00000254	0.00000095	
0.00100000	0.00336810	0.00000007	0.00010431	0.00000100	0.00000044	
0.00100000	0.00179779	0.00000010	0.00010287	0.00000068	0.00000014	
0.00100000	0.00147863	0.00000005	0.00010256	0.00000043	0.00000005	
0.00100000	0.00100510	0.00000009	0.00010230	0.00000029	0.00000003	
0.00100000	0.00225318	0.00000050	0.00010177	0.00000139	0.00000004	
0.00100000	0.02788042	0.00000997	0.00010196	0.00002482	0.00000014	
0.00100000	0.39158740	0.00002148	0.00010740	0.00026308	0.00000270	
0.00100000	0.17855180	0.00000272	0.00010614	0.00007431	0.00000890	
0.00100000	0.03579357	0.00000050	0.00010424	0.00001580	0.00000429	
0.00100000	0.04727536	0.00000129	0.00010619	0.00002009	0.00000159	
0.00100000	0.01957026	0.00000064	0.00010497	0.00000777	0.00000063	
0.00100000	0.00801764	0.00000029	0.00010355	0.00000402	0.00000073	
0.00100000	0.00371521	0.00000005	0.00010279	0.00000155	0.00000013	
0.00100000	0.00194093	0.00000006	0.00010196	0.00000078	0.00000003	
0.00100000	0.00173646	0.00000007	0.00010144	0.00000062	0.00000016	
0.00100000	0.00541635	0.00000077	0.00010091	0.00000189	0.00000266	
0.00100000	0.07917889	0.00000798	0.00010992	0.00003012	0.00003130	
0.00100000	0.15370578	0.00000079	0.00011167	0.00004554	0.00001777	
0.00100000	0.09836091	0.00000080	0.00010745	0.00004417	0.00000757	
0.00100000	0.04810697	0.00000109	0.00010527	0.00002851	0.00000327	
0.00100000	0.02673812	0.00000108	0.00010444	0.00001769	0.00000068	
0.00100000	0.01273664	0.00000085	0.00010362	0.00000802	0.00000009	
0.00100000	0.00703634	0.00000042	0.00010300	0.00000339	0.00000010	
0.00100000	0.00444979	0.00000013	0.00010232	0.00000151	0.00000021	
0.00100000	0.00173591	0.00000007	0.00010182	0.00000048	0.00000012	
0.00100000	0.00105035	0.00000006	0.00010141	0.00000020	0.00000010	
0.00100000	0.00112410	0.00000008	0.00010091	0.00000025	0.00000015	
0.00100000	0.00190743	0.00000009	0.00010046	0.00000077	0.00000005	
0.00100000	0.00110693	0.00000005	0.00009995	0.00000027	0.00000003	
0.00100000	0.00093815	0.00000005	0.00009951	0.00000016	0.00000015	
0.00100000	0.00370226	0.00000058	0.00009921	0.00000189	0.00000101	
0.00100000	0.05957944	0.00001323	0.00010384	0.00003561	0.00001531	
0.00100000	0.43750948	0.00000313	0.00011538	0.00020312	0.00002598	
0.00100000	0.07848483	0.00000123	0.00012646	0.00003644	0.00001233	
0.00100000	0.03510692	0.00000164	0.00011116	0.00001502	0.00000646	
0.00100000	0.02648803	0.00000076	0.00010618	0.00001085	0.00000303	
0.00100000	0.01989065	0.00000042	0.00010404	0.00000974	0.00000091	
0.00100000	0.00749881	0.00000050	0.00010311	0.00000354	0.00000036	
0.00100000	0.00641144	0.00000009	0.00010204	0.00000252	0.00000013	
0.00100000	0.00218002	0.00000019	0.00010084	0.00000089	0.00000010	
0.00100000	0.00213713	0.00000017	0.00010033	0.00000078	0.00000020	
0.00100000	0.00319352	0.00000026	0.00009997	0.00000165	0.00000004	
0.00100000	0.00480937	0.00000041	0.00009947	0.00000256	0.00000003	
0.00100000	0.01129844	0.00000234	0.00009924	0.00000774	0.00000028	
0.00100000	0.07939716	0.00001304	0.00010082	0.00005640	0.00000201	
0.00100000	0.17116663	0.00000088	0.00010435	0.00006767	0.00000418	
0.00100000	0.07069311	0.00000088	0.00010654	0.00004128	0.00000025	
0.00100000	0.01248260	0.00000027	0.00010501	0.00000304	0.00000385	
0.00100000	0.04825896	0.00000414	0.00010391	0.00003004	0.00000551	
0.00100000	0.07907602	0.00000084	0.00010335	0.00002409	0.00001502	
0.00100000	0.02783007	0.00000012	0.00010291	0.00000773	0.00000403	
0.00100000	0.01235056	0.00000168	0.00010208	0.00000721	0.00000283	
0.00100000	0.02918358	0.00000011	0.00010148	0.00001140	0.00000102	
