Learning Rate	TrainLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	TrainL(symtry)	
0.00001000	0.03113952	0.00006614	0.00000028	0.00000006	0.00000001	
0.00001000	0.03111738	0.00006623	0.00000028	0.00000007	0.00000001	
0.00001000	0.03106452	0.00006596	0.00000028	0.00000006	0.00000001	
0.00001000	0.03115492	0.00006657	0.00000028	0.00000006	0.00000001	
0.00001000	0.03079748	0.00006575	0.00000028	0.00000006	0.00000001	
0.00001000	0.03118143	0.00006698	0.00000028	0.00000007	0.00000001	
0.00001000	0.03083460	0.00006578	0.00000028	0.00000006	0.00000001	
0.00001000	0.03096409	0.00006631	0.00000028	0.00000006	0.00000001	
0.00001000	0.03064972	0.00006585	0.00000028	0.00000006	0.00000001	
0.00001000	0.03089342	0.00006620	0.00000028	0.00000006	0.00000001	
0.00001000	0.03138685	0.00006676	0.00000028	0.00000007	0.00000001	
0.00001000	0.03099543	0.00006665	0.00000028	0.00000006	0.00000001	
0.00001000	0.03070279	0.00006617	0.00000028	0.00000006	0.00000001	
0.00001000	0.03059908	0.00006594	0.00000028	0.00000006	0.00000001	
0.00001000	0.03062545	0.00006604	0.00000028	0.00000006	0.00000001	
0.00001000	0.03077800	0.00006635	0.00000028	0.00000007	0.00000001	
0.00001000	0.03094636	0.00006668	0.00000028	0.00000007	0.00000001	
0.00001000	0.03036630	0.00006582	0.00000027	0.00000006	0.00000001	
0.00001000	0.03041814	0.00006617	0.00000028	0.00000006	0.00000001	
0.00001000	0.03047751	0.00006634	0.00000027	0.00000006	0.00000001	
0.00001000	0.03098141	0.00006736	0.00000028	0.00000007	0.00000001	
0.00001000	0.03053023	0.00006642	0.00000028	0.00000006	0.00000001	
0.00001000	0.03048326	0.00006651	0.00000027	0.00000006	0.00000001	
0.00001000	0.03035084	0.00006644	0.00000027	0.00000006	0.00000001	
0.00001000	0.03050399	0.00006673	0.00000028	0.00000006	0.00000001	
0.00001000	0.03068645	0.00006684	0.00000028	0.00000006	0.00000001	
0.00001000	0.03033678	0.00006618	0.00000027	0.00000006	0.00000001	
0.00001000	0.03038863	0.00006668	0.00000027	0.00000006	0.00000001	
0.00001000	0.03013066	0.00006611	0.00000027	0.00000006	0.00000001	
0.00001000	0.03046991	0.00006671	0.00000027	0.00000006	0.00000001	
0.00001000	0.03025081	0.00006629	0.00000027	0.00000006	0.00000001	
0.00001000	0.03035211	0.00006675	0.00000027	0.00000007	0.00000001	
0.00001000	0.03006734	0.00006593	0.00000027	0.00000006	0.00000001	
0.00001000	0.03037826	0.00006677	0.00000027	0.00000006	0.00000001	
0.00001000	0.02999319	0.00006622	0.00000027	0.00000006	0.00000001	
0.00001000	0.02983261	0.00006589	0.00000027	0.00000006	0.00000001	
0.00001000	0.03001507	0.00006655	0.00000027	0.00000006	0.00000001	
0.00001000	0.03000609	0.00006615	0.00000027	0.00000006	0.00000001	
0.00001000	0.02998217	0.00006635	0.00000027	0.00000006	0.00000001	
0.00001000	0.02992011	0.00006619	0.00000027	0.00000006	0.00000001	
0.00001000	0.03005502	0.00006640	0.00000027	0.00000006	0.00000001	
0.00001000	0.02994929	0.00006633	0.00000027	0.00000006	0.00000001	
0.00001000	0.02987632	0.00006643	0.00000027	0.00000006	0.00000001	
0.00001000	0.02972385	0.00006585	0.00000027	0.00000006	0.00000001	
0.00001000	0.02985966	0.00006650	0.00000027	0.00000006	0.00000001	
0.00001000	0.03006116	0.00006703	0.00000027	0.00000007	0.00000001	
0.00001000	0.02986152	0.00006657	0.00000027	0.00000006	0.00000001	
0.00001000	0.02992711	0.00006681	0.00000027	0.00000007	0.00000001	
0.00001000	0.02969000	0.00006615	0.00000027	0.00000006	0.00000001	
0.00001000	0.02973167	0.00006642	0.00000027	0.00000007	0.00000001	
0.00001000	0.02943548	0.00006579	0.00000027	0.00000006	0.00000001	
0.00001000	0.02971655	0.00006625	0.00000027	0.00000007	0.00000001	
0.00001000	0.03009109	0.00006674	0.00000027	0.00000006	0.00000001	
0.00001000	0.02946499	0.00006625	0.00000027	0.00000006	0.00000001	
0.00001000	0.02967029	0.00006669	0.00000027	0.00000006	0.00000001	
0.00001000	0.02952960	0.00006627	0.00000026	0.00000006	0.00000001	
0.00001000	0.02949725	0.00006634	0.00000026	0.00000006	0.00000001	
0.00001000	0.02939124	0.00006621	0.00000026	0.00000006	0.00000001	
0.00001000	0.02939637	0.00006641	0.00000026	0.00000006	0.00000001	
0.00001000	0.02965571	0.00006682	0.00000027	0.00000007	0.00000001	
0.00001000	0.02943896	0.00006662	0.00000027	0.00000006	0.00000001	
0.00001000	0.02958433	0.00006689	0.00000027	0.00000006	0.00000001	
0.00001000	0.02925942	0.00006625	0.00000026	0.00000006	0.00000001	
0.00001000	0.02931479	0.00006613	0.00000026	0.00000006	0.00000001	
0.00001000	0.02920299	0.00006596	0.00000026	0.00000006	0.00000001	
0.00001000	0.02911366	0.00006597	0.00000026	0.00000006	0.00000001	
0.00001000	0.02919853	0.00006652	0.00000026	0.00000006	0.00000001	
0.00001000	0.02944291	0.00006674	0.00000026	0.00000006	0.00000001	
0.00001000	0.02913560	0.00006644	0.00000026	0.00000006	0.00000001	
0.00001000	0.02913626	0.00006635	0.00000026	0.00000006	0.00000001	
0.00001000	0.02907868	0.00006607	0.00000026	0.00000006	0.00000001	
0.00001000	0.02918045	0.00006662	0.00000026	0.00000006	0.00000001	
0.00001000	0.02916057	0.00006629	0.00000026	0.00000006	0.00000001	
0.00001000	0.02905697	0.00006685	0.00000026	0.00000006	0.00000001	
0.00001000	0.02906441	0.00006665	0.00000026	0.00000006	0.00000001	
0.00001000	0.02906426	0.00006626	0.00000026	0.00000007	0.00000001	
0.00001000	0.02898876	0.00006637	0.00000026	0.00000006	0.00000001	
0.00001000	0.02885723	0.00006639	0.00000026	0.00000006	0.00000001	
0.00001000	0.02891766	0.00006606	0.00000026	0.00000006	0.00000001	
0.00001000	0.02877360	0.00006604	0.00000026	0.00000006	0.00000001	
0.00001000	0.02875947	0.00006605	0.00000026	0.00000006	0.00000001	
0.00001000	0.02885638	0.00006626	0.00000026	0.00000006	0.00000001	
0.00001000	0.02914398	0.00006669	0.00000026	0.00000006	0.00000001	
0.00001000	0.02874829	0.00006644	0.00000026	0.00000006	0.00000001	
0.00001000	0.02885580	0.00006648	0.00000026	0.00000006	0.00000001	
0.00001000	0.02876274	0.00006606	0.00000026	0.00000007	0.00000001	
0.00001000	0.02872426	0.00006652	0.00000026	0.00000006	0.00000001	
0.00001000	0.02892545	0.00006713	0.00000026	0.00000006	0.00000001	
0.00001000	0.02865190	0.00006631	0.00000026	0.00000006	0.00000001	
0.00001000	0.02854382	0.00006597	0.00000026	0.00000006	0.00000001	
0.00001000	0.02863847	0.00006627	0.00000026	0.00000006	0.00000001	
0.00001000	0.02864703	0.00006651	0.00000026	0.00000006	0.00000001	
0.00001000	0.02866007	0.00006697	0.00000026	0.00000006	0.00000001	
0.00001000	0.02862581	0.00006656	0.00000026	0.00000006	0.00000001	
0.00001000	0.02851881	0.00006612	0.00000026	0.00000006	0.00000001	
0.00001000	0.02859460	0.00006641	0.00000026	0.00000007	0.00000001	
0.00001000	0.02844032	0.00006609	0.00000025	0.00000006	0.00000001	
0.00001000	0.02861263	0.00006640	0.00000026	0.00000007	0.00000001	
0.00001000	0.02834236	0.00006623	0.00000025	0.00000006	0.00000001	
0.00001000	0.02877400	0.00006682	0.00000026	0.00000007	0.00000001	
0.00001000	0.02897554	0.00006680	0.00000026	0.00000007	0.00000001	
0.00001000	0.02818221	0.00006615	0.00000025	0.00000006	0.00000001	
0.00001000	0.02840864	0.00006664	0.00000026	0.00000006	0.00000001	
0.00001000	0.02841666	0.00006639	0.00000025	0.00000006	0.00000001	
0.00001000	0.02829754	0.00006623	0.00000025	0.00000006	0.00000001	
0.00001000	0.02834290	0.00006637	0.00000025	0.00000006	0.00000001	
0.00001000	0.02837154	0.00006646	0.00000025	0.00000006	0.00000001	
0.00001000	0.02834369	0.00006647	0.00000025	0.00000006	0.00000001	
0.00001000	0.02830458	0.00006667	0.00000025	0.00000006	0.00000001	
0.00001000	0.02823253	0.00006632	0.00000025	0.00000006	0.00000001	
0.00001000	0.02822351	0.00006647	0.00000025	0.00000006	0.00000001	
0.00001000	0.02812863	0.00006630	0.00000025	0.00000006	0.00000001	
0.00001000	0.02814889	0.00006659	0.00000025	0.00000006	0.00000001	
0.00001000	0.02833611	0.00006683	0.00000025	0.00000006	0.00000001	
0.00001000	0.02822359	0.00006615	0.00000025	0.00000007	0.00000001	
0.00001000	0.02824568	0.00006667	0.00000025	0.00000006	0.00000001	
0.00001000	0.02816387	0.00006667	0.00000025	0.00000006	0.00000001	
0.00001000	0.02805354	0.00006621	0.00000025	0.00000006	0.00000001	
0.00001000	0.02804186	0.00006628	0.00000025	0.00000006	0.00000001	
0.00001000	0.02796553	0.00006646	0.00000025	0.00000006	0.00000001	
0.00001000	0.02830166	0.00006694	0.00000025	0.00000006	0.00000001	
0.00001000	0.02774686	0.00006614	0.00000025	0.00000006	0.00000001	
0.00001000	0.02788565	0.00006630	0.00000025	0.00000006	0.00000001	
0.00001000	0.02808924	0.00006730	0.00000025	0.00000006	0.00000001	
0.00001000	0.02823378	0.00006718	0.00000025	0.00000006	0.00000001	
0.00001000	0.02784752	0.00006650	0.00000025	0.00000006	0.00000001	
0.00001000	0.02792186	0.00006635	0.00000025	0.00000006	0.00000001	
0.00001000	0.02766676	0.00006615	0.00000025	0.00000006	0.00000001	
0.00001000	0.02776469	0.00006661	0.00000025	0.00000006	0.00000001	
0.00001000	0.02795957	0.00006708	0.00000025	0.00000006	0.00000001	
0.00001000	0.02790636	0.00006657	0.00000025	0.00000006	0.00000001	
0.00001000	0.02778147	0.00006690	0.00000025	0.00000006	0.00000001	
0.00001000	0.02764630	0.00006629	0.00000025	0.00000006	0.00000001	
0.00001000	0.02745619	0.00006595	0.00000025	0.00000006	0.00000001	
0.00001000	0.02756858	0.00006673	0.00000025	0.00000006	0.00000001	
