Learning Rate	TrainLoss	TestLoss	TrainL(reglr)	TrainL(bndry)	TrainL(snglr)	TrainL(symtry)	
0.00001000	0.15404172	0.00000680	0.00351497	0.00002810	0.00004149	0.00000155	
0.00001000	0.14675755	0.00000712	0.00348092	0.00002857	0.00004206	0.00000155	
0.00001000	0.14002043	0.00000723	0.00346516	0.00002861	0.00004163	0.00000154	
0.00001000	0.14526086	0.00000693	0.00351645	0.00002809	0.00004172	0.00000155	
0.00001000	0.14451482	0.00000709	0.00352332	0.00002799	0.00004188	0.00000156	
0.00001000	0.14019022	0.00000758	0.00347201	0.00002843	0.00004122	0.00000155	
0.00001000	0.14474341	0.00000690	0.00350138	0.00002815	0.00004208	0.00000154	
0.00001000	0.14200857	0.00000695	0.00350887	0.00002817	0.00004146	0.00000155	
0.00001000	0.14258141	0.00000743	0.00349412	0.00002819	0.00004130	0.00000154	
0.00001000	0.13633893	0.00000680	0.00349834	0.00002823	0.00004150	0.00000155	
0.00001000	0.14286283	0.00000752	0.00349699	0.00002825	0.00004114	0.00000154	
0.00001000	0.14553192	0.00000680	0.00347912	0.00002847	0.00004107	0.00000154	
0.00001000	0.14513154	0.00000750	0.00348144	0.00002832	0.00004120	0.00000154	
0.00001000	0.14827859	0.00000668	0.00352318	0.00002801	0.00004188	0.00000155	
0.00001000	0.14332942	0.00000704	0.00352154	0.00002801	0.00004239	0.00000157	
0.00001000	0.13523647	0.00000736	0.00346513	0.00002850	0.00004086	0.00000158	
0.00001000	0.14264541	0.00000696	0.00346292	0.00002870	0.00004120	0.00000155	
0.00001000	0.14546246	0.00000732	0.00349683	0.00002813	0.00004185	0.00000157	
0.00001000	0.14656865	0.00000688	0.00351565	0.00002800	0.00004139	0.00000160	
0.00001000	0.13548527	0.00000758	0.00347595	0.00002844	0.00004134	0.00000156	
0.00001000	0.14656139	0.00000663	0.00348813	0.00002843	0.00004117	0.00000156	
0.00001000	0.13887591	0.00000764	0.00351885	0.00002783	0.00004281	0.00000156	
0.00001000	0.13933810	0.00000651	0.00352310	0.00002836	0.00004194	0.00000155	
0.00001000	0.14127801	0.00000824	0.00347019	0.00002855	0.00004331	0.00000153	
0.00001000	0.14251191	0.00000620	0.00350530	0.00002830	0.00004308	0.00000155	
0.00001000	0.14408487	0.00000803	0.00349911	0.00002814	0.00004132	0.00000155	
0.00001000	0.13653145	0.00000640	0.00351324	0.00002815	0.00004203	0.00000156	
0.00001000	0.14992670	0.00000735	0.00350086	0.00002816	0.00004176	0.00000156	
0.00001000	0.13843208	0.00000698	0.00347072	0.00002847	0.00004132	0.00000155	
0.00001000	0.14227057	0.00000736	0.00347756	0.00002838	0.00004116	0.00000154	
0.00001000	0.14411906	0.00000696	0.00349741	0.00002825	0.00004118	0.00000154	
0.00001000	0.14322504	0.00000720	0.00349676	0.00002818	0.00004150	0.00000154	
0.00001000	0.14293719	0.00000687	0.00348884	0.00002837	0.00004170	0.00000154	
0.00001000	0.15014325	0.00000731	0.00348976	0.00002812	0.00004246	0.00000157	
0.00001000	0.14504636	0.00000697	0.00350355	0.00002814	0.00004109	0.00000160	
0.00001000	0.14619393	0.00000730	0.00346835	0.00002857	0.00004156	0.00000155	
0.00001000	0.14100987	0.00000693	0.00350180	0.00002816	0.00004203	0.00000156	
0.00001000	0.14918238	0.00000682	0.00351477	0.00002799	0.00004183	0.00000156	
0.00001000	0.14384701	0.00000734	0.00346971	0.00002847	0.00004158	0.00000155	
0.00001000	0.13949185	0.00000730	0.00347479	0.00002845	0.00004120	0.00000158	
0.00001000	0.14660246	0.00000646	0.00352996	0.00002801	0.00004266	0.00000156	
0.00001000	0.14941702	0.00000808	0.00347114	0.00002849	0.00004245	0.00000155	
0.00001000	0.14562229	0.00000638	0.00348195	0.00002865	0.00004154	0.00000156	
0.00001000	0.13544306	0.00000805	0.00347789	0.00002825	0.00004153	0.00000154	
0.00001000	0.15488968	0.00000626	0.00355542	0.00002788	0.00004319	0.00000156	
0.00001000	0.14062229	0.00000794	0.00349012	0.00002849	0.00004173	0.00000156	
0.00001000	0.14220491	0.00000683	0.00346200	0.00002869	0.00004110	0.00000154	
0.00001000	0.14475856	0.00000712	0.00349254	0.00002833	0.00004101	0.00000154	
0.00001000	0.13534808	0.00000701	0.00352964	0.00002782	0.00004228	0.00000157	
0.00001000	0.13859496	0.00000727	0.00349654	0.00002850	0.00004184	0.00000159	
0.00001000	0.14230913	0.00000702	0.00347245	0.00002847	0.00004152	0.00000156	
0.00001000	0.13694884	0.00000683	0.00349475	0.00002819	0.00004147	0.00000156	
0.00001000	0.14427327	0.00000737	0.00349616	0.00002822	0.00004119	0.00000154	
0.00001000	0.14403097	0.00000672	0.00350112	0.00002830	0.00004146	0.00000156	
0.00001000	0.14540840	0.00000742	0.00349446	0.00002824	0.00004115	0.00000155	
0.00001000	0.13813161	0.00000684	0.00348527	0.00002840	0.00004132	0.00000155	
0.00001000	0.14188015	0.00000747	0.00348921	0.00002819	0.00004176	0.00000154	
0.00001000	0.15057101	0.00000636	0.00354738	0.00002786	0.00004180	0.00000156	
0.00001000	0.14288501	0.00000751	0.00349057	0.00002826	0.00004126	0.00000156	
0.00001000	0.14602813	0.00000683	0.00347266	0.00002839	0.00004110	0.00000154	
0.00001000	0.14102504	0.00000721	0.00349583	0.00002818	0.00004183	0.00000155	
0.00001000	0.14058687	0.00000700	0.00350505	0.00002810	0.00004121	0.00000155	
0.00001000	0.14062073	0.00000741	0.00347251	0.00002857	0.00004129	0.00000154	
0.00001000	0.14384343	0.00000687	0.00347888	0.00002844	0.00004083	0.00000154	
0.00001000	0.13645467	0.00000729	0.00350951	0.00002795	0.00004163	0.00000155	
0.00001000	0.14421810	0.00000671	0.00350471	0.00002823	0.00004121	0.00000155	
0.00001000	0.13943276	0.00000775	0.00347002	0.00002828	0.00004142	0.00000154	
0.00001000	0.14594784	0.00000662	0.00348435	0.00002845	0.00004158	0.00000155	
0.00001000	0.14659111	0.00000734	0.00351989	0.00002799	0.00004177	0.00000155	
0.00001000	0.14859915	0.00000701	0.00351252	0.00002800	0.00004188	0.00000156	
0.00001000	0.14665464	0.00000705	0.00349958	0.00002832	0.00004123	0.00000157	
0.00001000	0.14978892	0.00000731	0.00349032	0.00002820	0.00004148	0.00000156	
0.00001000	0.14753956	0.00000687	0.00350964	0.00002814	0.00004176	0.00000156	
0.00001000	0.14141441	0.00000740	0.00347049	0.00002858	0.00004175	0.00000154	
0.00001000	0.14647969	0.00000692	0.00350201	0.00002823	0.00004144	0.00000157	
0.00001000	0.14632730	0.00000710	0.00353115	0.00002783	0.00004167	0.00000157	
0.00001000	0.14418951	0.00000678	0.00352323	0.00002802	0.00004159	0.00000157	
0.00001000	0.14233669	0.00000775	0.00348051	0.00002837	0.00004146	0.00000155	
0.00001000	0.14460943	0.00000678	0.00347853	0.00002849	0.00004106	0.00000154	
0.00001000	0.14306874	0.00000713	0.00349871	0.00002821	0.00004162	0.00000154	
0.00001000	0.14492312	0.00000709	0.00348225	0.00002836	0.00004119	0.00000155	
0.00001000	0.14695616	0.00000715	0.00350836	0.00002812	0.00004154	0.00000156	
0.00001000	0.15387499	0.00000691	0.00352993	0.00002788	0.00004201	0.00000156	
0.00001000	0.14689013	0.00000726	0.00348985	0.00002856	0.00004141	0.00000154	
0.00001000	0.14258377	0.00000724	0.00348830	0.00002846	0.00004105	0.00000155	
0.00001000	0.14812723	0.00000711	0.00349988	0.00002819	0.00004160	0.00000155	
0.00001000	0.15070801	0.00000693	0.00354334	0.00002778	0.00004201	0.00000156	
0.00001000	0.14501687	0.00000706	0.00348600	0.00002824	0.00004140	0.00000155	
0.00001000	0.14906453	0.00000715	0.00347145	0.00002839	0.00004142	0.00000154	
0.00001000	0.13902466	0.00000680	0.00348928	0.00002834	0.00004122	0.00000154	
0.00001000	0.14355332	0.00000743	0.00350379	0.00002804	0.00004198	0.00000154	
0.00001000	0.14223351	0.00000660	0.00349510	0.00002841	0.00004296	0.00000155	
0.00001000	0.14859701	0.00000849	0.00347124	0.00002835	0.00004371	0.00000153	
0.00001000	0.14961555	0.00000615	0.00349194	0.00002849	0.00004308	0.00000155	
0.00001000	0.14370935	0.00000825	0.00349009	0.00002828	0.00004149	0.00000153	
0.00001000	0.14384177	0.00000651	0.00349569	0.00002823	0.00004188	0.00000155	
0.00001000	0.14483643	0.00000722	0.00350569	0.00002808	0.00004144	0.00000157	
0.00001000	0.13742158	0.00000737	0.00348714	0.00002845	0.00004184	0.00000155	
0.00001000	0.14914326	0.00000668	0.00352895	0.00002807	0.00004197	0.00000157	
0.00001000	0.14569332	0.00000715	0.00352319	0.00002782	0.00004155	0.00000159	
0.00001000	0.13905990	0.00000714	0.00349281	0.00002821	0.00004129	0.00000157	
0.00001000	0.15344985	0.00000746	0.00346280	0.00002865	0.00004152	0.00000159	
0.00001000	0.14513352	0.00000669	0.00348441	0.00002848	0.00004141	0.00000159	
0.00001000	0.14488780	0.00000736	0.00350179	0.00002813	0.00004215	0.00000157	
0.00001000	0.13947347	0.00000654	0.00353104	0.00002795	0.00004220	0.00000157	
0.00001000	0.14524222	0.00000777	0.00349417	0.00002816	0.00004146	0.00000155	
0.00001000	0.14464793	0.00000675	0.00347573	0.00002842	0.00004164	0.00000157	
0.00001000	0.14069910	0.00000723	0.00351510	0.00002809	0.00004172	0.00000159	
0.00001000	0.14366615	0.00000694	0.00347578	0.00002836	0.00004137	0.00000160	
0.00001000	0.14472288	0.00000710	0.00347417	0.00002851	0.00004109	0.00000158	
0.00001000	0.14495583	0.00000707	0.00352104	0.00002792	0.00004270	0.00000156	
0.00001000	0.14862605	0.00000679	0.00350769	0.00002810	0.00004189	0.00000156	
0.00001000	0.14164881	0.00000754	0.00347717	0.00002844	0.00004160	0.00000154	
0.00001000	0.14937316	0.00000660	0.00352720	0.00002808	0.00004248	0.00000155	
0.00001000	0.15022294	0.00000755	0.00349738	0.00002801	0.00004143	0.00000155	
0.00001000	0.14379915	0.00000681	0.00346843	0.00002873	0.00004136	0.00000154	
0.00001000	0.14698953	0.00000726	0.00349491	0.00002822	0.00004219	0.00000158	
0.00001000	0.14706983	0.00000707	0.00349669	0.00002814	0.00004140	0.00000157	
0.00001000	0.14498153	0.00000715	0.00348227	0.00002841	0.00004154	0.00000155	
0.00001000	0.14461604	0.00000742	0.00347426	0.00002833	0.00004149	0.00000157	
0.00001000	0.14779368	0.00000639	0.00353358	0.00002812	0.00004323	0.00000159	
0.00001000	0.15030822	0.00000781	0.00349977	0.00002814	0.00004182	0.00000157	
0.00001000	0.13954124	0.00000658	0.00346703	0.00002858	0.00004110	0.00000155	
0.00001000	0.14076873	0.00000746	0.00348926	0.00002835	0.00004189	0.00000154	
0.00001000	0.14699876	0.00000708	0.00349485	0.00002814	0.00004125	0.00000155	
0.00001000	0.14190429	0.00000672	0.00351993	0.00002801	0.00004174	0.00000155	
0.00001000	0.15442944	0.00000729	0.00349472	0.00002801	0.00004188	0.00000155	
0.00001000	0.14550756	0.00000687	0.00350359	0.00002800	0.00004159	0.00000155	
0.00001000	0.13517729	0.00000759	0.00347110	0.00002845	0.00004157	0.00000154	
0.00001000	0.14361412	0.00000685	0.00350744	0.00002812	0.00004165	0.00000155	
0.00001000	0.14245968	0.00000704	0.00351231	0.00002818	0.00004160	0.00000155	
0.00001000	0.14215756	0.00000722	0.00349704	0.00002814	0.00004150	0.00000156	
0.00001000	0.14878353	0.00000694	0.00348631	0.00002834	0.00004124	0.00000157	
0.00001000	0.14477496	0.00000741	0.00348763	0.00002819	0.00004245	0.00000155	
0.00001000	0.15104816	0.00000668	0.00350788	0.00002819	0.00004227	0.00000158	
0.00001000	0.14381078	0.00000780	0.00347991	0.00002842	0.00004175	0.00000156	
0.00001000	0.14010788	0.00000675	0.00348934	0.00002815	0.00004184	0.00000155	
0.00001000	0.14116168	0.00000716	0.00351583	0.00002797	0.00004140	0.00000155	
0.00001000	0.13942464	0.00000724	0.00347400	0.00002834	0.00004148	0.00000154	
0.00001000	0.13773886	0.00000682	0.00349127	0.00002825	0.00004145	0.00000156	
0.00001000	0.15160612	0.00000725	0.00350512	0.00002805	0.00004124	0.00000155	
0.00001000	0.13756950	0.00000710	0.00350055	0.00002804	0.00004160	0.00000155	
0.00001000	0.13952142	0.00000707	0.00348392	0.00002836	0.00004113	0.00000155	
0.00001000	0.14106385	0.00000732	0.00349037	0.00002826	0.00004213	0.00000154	
0.00001000	0.15105777	0.00000656	0.00350132	0.00002821	0.00004185	0.00000155	
0.00001000	0.14145860	0.00000795	0.00348698	0.00002816	0.00004149	0.00000154	
0.00001000	0.14480336	0.00000647	0.00349278	0.00002826	0.00004130	0.00000155	
0.00001000	0.15394025	0.00000784	0.00349331	0.00002826	0.00004176	0.00000156	
0.00001000	0.14571395	0.00000638	0.00349238	0.00002834	0.00004186	0.00000159	
0.00001000	0.14317305	0.00000783	0.00348865	0.00002819	0.00004168	0.00000157	
0.00001000	0.14341588	0.00000660	0.00350368	0.00002807	0.00004161	0.00000156	
0.00001000	0.14505521	0.00000758	0.00348289	0.00002832	0.00004151	0.00000157	
0.00001000	0.15490732	0.00000674	0.00349592	0.00002832	0.00004154	0.00000158	
0.00001000	0.14485054	0.00000752	0.00349536	0.00002805	0.00004192	0.00000157	
0.00001000	0.14786420	0.00000664	0.00349641	0.00002826	0.00004152	0.00000155	
0.00001000	0.15228086	0.00000758	0.00349876	0.00002807	0.00004165	0.00000155	
0.00001000	0.13651651	0.00000702	0.00350004	0.00002812	0.00004220	0.00000159	
0.00001000	0.14962991	0.00000700	0.00348291	0.00002846	0.00004135	0.00000158	
0.00001000	0.14171284	0.00000759	0.00347269	0.00002837	0.00004149	0.00000158	
0.00001000	0.13971005	0.00000666	0.00350511	0.00002814	0.00004120	0.00000159	
0.00001000	0.15006152	0.00000741	0.00347878	0.00002826	0.00004171	0.00000155	
0.00001000	0.14219521	0.00000703	0.00350668	0.00002802	0.00004197	0.00000157	
0.00001000	0.14224492	0.00000685	0.00348878	0.00002829	0.00004189	0.00000158	
0.00001000	0.14102161	0.00000783	0.00347645	0.00002828	0.00004184	0.00000157	
0.00001000	0.15176052	0.00000640	0.00349833	0.00002832	0.00004204	0.00000156	
0.00001000	0.14118285	0.00000743	0.00350049	0.00002803	0.00004177	0.00000155	
0.00001000	0.13730616	0.00000689	0.00348422	0.00002839	0.00004190	0.00000158	
0.00001000	0.14258580	0.00000758	0.00350029	0.00002821	0.00004116	0.00000157	
0.00001000	0.13559926	0.00000669	0.00352018	0.00002804	0.00004169	0.00000155	
0.00001000	0.13832567	0.00000750	0.00351873	0.00002799	0.00004143	0.00000154	
0.00001000	0.14138577	0.00000703	0.00347559	0.00002858	0.00004224	0.00000154	
0.00001000	0.14313363	0.00000720	0.00348908	0.00002853	0.00004132	0.00000154	
0.00001000	0.14015027	0.00000705	0.00349035	0.00002807	0.00004154	0.00000155	
0.00001000	0.14405202	0.00000680	0.00349049	0.00002836	0.00004212	0.00000156	
0.00001000	0.15383085	0.00000762	0.00348772	0.00002822	0.00004166	0.00000155	
0.00001000	0.14673788	0.00000649	0.00351794	0.00002811	0.00004199	0.00000155	
0.00001000	0.14527682	0.00000799	0.00349793	0.00002816	0.00004163	0.00000154	
0.00001000	0.15019778	0.00000619	0.00350620	0.00002814	0.00004183	0.00000157	
0.00001000	0.14188054	0.00000833	0.00348759	0.00002816	0.00004180	0.00000156	
0.00001000	0.14599550	0.00000611	0.00350291	0.00002858	0.00004248	0.00000156	
0.00001000	0.13852132	0.00000882	0.00347243	0.00002845	0.00004232	0.00000154	
0.00001000	0.14220979	0.00000605	0.00350807	0.00002840	0.00004311	0.00000155	
0.00001000	0.14069577	0.00000820	0.00350181	0.00002813	0.00004208	0.00000155	
0.00001000	0.14372252	0.00000651	0.00350401	0.00002815	0.00004124	0.00000155	
0.00001000	0.15147254	0.00000769	0.00352036	0.00002800	0.00004140	0.00000154	
0.00001000	0.14488700	0.00000692	0.00350017	0.00002806	0.00004155	0.00000155	
0.00001000	0.14433587	0.00000724	0.00348119	0.00002844	0.00004096	0.00000154	
0.00001000	0.14639386	0.00000682	0.00348861	0.00002837	0.00004141	0.00000154	
0.00001000	0.14790474	0.00000738	0.00346862	0.00002839	0.00004105	0.00000154	
0.00001000	0.14130035	0.00000707	0.00349678	0.00002810	0.00004113	0.00000154	
0.00001000	0.14150547	0.00000694	0.00349598	0.00002814	0.00004152	0.00000155	
0.00001000	0.14918659	0.00000692	0.00350598	0.00002801	0.00004175	0.00000156	
0.00001000	0.14117660	0.00000718	0.00350855	0.00002795	0.00004163	0.00000155	
0.00001000	0.14635908	0.00000692	0.00350611	0.00002809	0.00004114	0.00000154	
0.00001000	0.14348005	0.00000737	0.00347423	0.00002849	0.00004130	0.00000153	
0.00001000	0.14494822	0.00000714	0.00348933	0.00002835	0.00004170	0.00000153	
0.00001000	0.14492233	0.00000706	0.00348253	0.00002826	0.00004144	0.00000155	
0.00001000	0.14824416	0.00000695	0.00350833	0.00002816	0.00004118	0.00000155	
0.00001000	0.14290899	0.00000735	0.00349545	0.00002814	0.00004116	0.00000156	
0.00001000	0.14448333	0.00000686	0.00349470	0.00002817	0.00004118	0.00000154	
0.00001000	0.14028879	0.00000704	0.00349983	0.00002810	0.00004145	0.00000154	
0.00001000	0.14513172	0.00000724	0.00349195	0.00002821	0.00004123	0.00000155	
0.00001000	0.14379767	0.00000714	0.00350466	0.00002798	0.00004199	0.00000157	
0.00001000	0.14649242	0.00000714	0.00349297	0.00002820	0.00004112	0.00000157	
0.00001000	0.13629818	0.00000697	0.00347050	0.00002866	0.00004170	0.00000155	
0.00001000	0.13903089	0.00000766	0.00348280	0.00002830	0.00004199	0.00000154	
0.00001000	0.14790301	0.00000623	0.00352198	0.00002805	0.00004174	0.00000155	
0.00001000	0.14162819	0.00000778	0.00353784	0.00002777	0.00004192	0.00000157	
0.00001000	0.13579651	0.00000679	0.00350474	0.00002821	0.00004164	0.00000156	
0.00001000	0.15149775	0.00000719	0.00348533	0.00002850	0.00004243	0.00000156	
0.00001000	0.13993813	0.00000740	0.00348822	0.00002825	0.00004140	0.00000154	
0.00001000	0.14309239	0.00000683	0.00354800	0.00002776	0.00004319	0.00000155	
0.00001000	0.14425710	0.00000767	0.00346656	0.00002852	0.00004173	0.00000156	
0.00001000	0.14527293	0.00000717	0.00345585	0.00002865	0.00004124	0.00000153	
0.00001000	0.14093965	0.00000667	0.00352353	0.00002787	0.00004242	0.00000156	
0.00001000	0.14391040	0.00000775	0.00348796	0.00002864	0.00004276	0.00000155	
0.00001000	0.14122052	0.00000661	0.00345364	0.00002906	0.00004125	0.00000157	
0.00001000	0.14349130	0.00000748	0.00348748	0.00002807	0.00004191	0.00000157	
0.00001000	0.15232397	0.00000687	0.00350963	0.00002800	0.00004174	0.00000155	
0.00001000	0.13648598	0.00000721	0.00347509	0.00002847	0.00004150	0.00000154	
0.00001000	0.13915239	0.00000692	0.00349572	0.00002810	0.00004184	0.00000154	
0.00001000	0.14063198	0.00000692	0.00351953	0.00002805	0.00004142	0.00000156	
0.00001000	0.14648276	0.00000702	0.00350890	0.00002812	0.00004211	0.00000156	
0.00001000	0.14496339	0.00000752	0.00347241	0.00002843	0.00004210	0.00000155	
0.00001000	0.15087725	0.00000654	0.00350678	0.00002822	0.00004233	0.00000156	
0.00001000	0.14886098	0.00000756	0.00349423	0.00002818	0.00004185	0.00000155	
0.00001000	0.14626721	0.00000699	0.00349064	0.00002833	0.00004103	0.00000155	
0.00001000	0.14838987	0.00000708	0.00350573	0.00002802	0.00004211	0.00000155	
0.00001000	0.14196728	0.00000733	0.00347560	0.00002834	0.00004151	0.00000157	
0.00001000	0.14316787	0.00000701	0.00347183	0.00002869	0.00004100	0.00000157	
0.00001000	0.14291017	0.00000759	0.00347815	0.00002829	0.00004137	0.00000156	
0.00001000	0.14229369	0.00000662	0.00353087	0.00002799	0.00004197	0.00000155	
0.00001000	0.14382513	0.00000763	0.00351235	0.00002792	0.00004212	0.00000155	
0.00001000	0.14511744	0.00000680	0.00348504	0.00002850	0.00004180	0.00000154	
0.00001000	0.13443322	0.00000757	0.00347100	0.00002840	0.00004117	0.00000153	
0.00001000	0.14629869	0.00000659	0.00351075	0.00002809	0.00004181	0.00000155	
0.00001000	0.15154685	0.00000750	0.00349757	0.00002803	0.00004149	0.00000156	
0.00001000	0.13796198	0.00000688	0.00349631	0.00002808	0.00004139	0.00000155	
0.00001000	0.14142749	0.00000725	0.00347970	0.00002835	0.00004114	0.00000155	
0.00001000	0.14570185	0.00000681	0.00349597	0.00002820	0.00004119	0.00000156	
0.00001000	0.13323629	0.00000738	0.00350851	0.00002789	0.00004178	0.00000155	
0.00001000	0.15008712	0.00000670	0.00352381	0.00002806	0.00004167	0.00000155	
0.00001000	0.14348329	0.00000776	0.00347622	0.00002836	0.00004192	0.00000153	
0.00001000	0.14115997	0.00000644	0.00349903	0.00002839	0.00004115	0.00000154	
0.00001000	0.14670540	0.00000751	0.00350642	0.00002802	0.00004194	0.00000155	
0.00001000	0.14553959	0.00000706	0.00348522	0.00002811	0.00004180	0.00000155	
0.00001000	0.14310710	0.00000653	0.00349970	0.00002823	0.00004150	0.00000156	
0.00001000	0.14718427	0.00000800	0.00348919	0.00002818	0.00004179	0.00000155	
0.00001000	0.14573151	0.00000654	0.00348912	0.00002822	0.00004165	0.00000154	
0.00001000	0.14223163	0.00000719	0.00350064	0.00002810	0.00004137	0.00000155	
0.00001000	0.14175187	0.00000724	0.00348462	0.00002822	0.00004127	0.00000154	
0.00001000	0.14392045	0.00000731	0.00347099	0.00002850	0.00004154	0.00000153	
0.00001000	0.14528763	0.00000666	0.00348880	0.00002830	0.00004105	0.00000155	
0.00001000	0.14461263	0.00000739	0.00350518	0.00002802	0.00004141	0.00000155	
0.00001000	0.14565578	0.00000671	0.00355558	0.00002783	0.00004220	0.00000156	
0.00001000	0.14538416	0.00000741	0.00351376	0.00002804	0.00004175	0.00000154	
0.00001000	0.14558477	0.00000680	0.00347664	0.00002849	0.00004084	0.00000153	
0.00001000	0.14808861	0.00000745	0.00347609	0.00002834	0.00004136	0.00000153	
0.00001000	0.13828244	0.00000690	0.00349296	0.00002819	0.00004103	0.00000154	
0.00001000	0.13890897	0.00000700	0.00349495	0.00002817	0.00004153	0.00000154	
0.00001000	0.14895888	0.00000690	0.00350463	0.00002814	0.00004119	0.00000155	
0.00001000	0.14231837	0.00000701	0.00352505	0.00002781	0.00004187	0.00000155	
0.00001000	0.14750262	0.00000695	0.00352456	0.00002790	0.00004146	0.00000155	
0.00001000	0.13975143	0.00000726	0.00346706	0.00002859	0.00004143	0.00000154	
0.00001000	0.14484023	0.00000761	0.00347184	0.00002835	0.00004247	0.00000153	
0.00001000	0.14774585	0.00000621	0.00351900	0.00002813	0.00004280	0.00000156	
0.00001000	0.14608011	0.00000844	0.00347651	0.00002823	0.00004170	0.00000158	
0.00001000	0.14775383	0.00000619	0.00350252	0.00002842	0.00004230	0.00000157	
0.00001000	0.14083230	0.00000809	0.00349442	0.00002830	0.00004143	0.00000154	
0.00001000	0.13588922	0.00000641	0.00348872	0.00002841	0.00004115	0.00000154	
0.00001000	0.13716516	0.00000792	0.00348574	0.00002823	0.00004186	0.00000154	
0.00001000	0.14101726	0.00000633	0.00350533	0.00002815	0.00004168	0.00000155	
0.00001000	0.14525492	0.00000800	0.00349269	0.00002808	0.00004151	0.00000154	
0.00001000	0.14922961	0.00000645	0.00350312	0.00002811	0.00004159	0.00000154	
0.00001000	0.14150405	0.00000769	0.00350356	0.00002808	0.00004118	0.00000154	
0.00001000	0.14219895	0.00000679	0.00349661	0.00002815	0.00004131	0.00000154	
0.00001000	0.14273441	0.00000728	0.00348551	0.00002827	0.00004121	0.00000155	
0.00001000	0.14869532	0.00000709	0.00347489	0.00002849	0.00004101	0.00000156	
0.00001000	0.14289197	0.00000727	0.00349825	0.00002815	0.00004176	0.00000155	
0.00001000	0.14680224	0.00000707	0.00348420	0.00002835	0.00004148	0.00000155	
0.00001000	0.14043334	0.00000725	0.00349308	0.00002809	0.00004158	0.00000154	
0.00001000	0.14509372	0.00000678	0.00350781	0.00002810	0.00004143	0.00000156	
0.00001000	0.13851157	0.00000749	0.00350294	0.00002804	0.00004168	0.00000155	
0.00001000	0.13851064	0.00000692	0.00347536	0.00002850	0.00004188	0.00000155	
0.00001000	0.14200287	0.00000740	0.00346285	0.00002853	0.00004094	0.00000157	
0.00001000	0.14519786	0.00000693	0.00350229	0.00002793	0.00004212	0.00000156	
0.00001000	0.14613363	0.00000706	0.00350370	0.00002805	0.00004140	0.00000157	
0.00001000	0.14818541	0.00000707	0.00348590	0.00002816	0.00004138	0.00000157	
0.00001000	0.14343595	0.00000695	0.00350013	0.00002811	0.00004146	0.00000156	
0.00001000	0.14300374	0.00000731	0.00346996	0.00002832	0.00004149	0.00000153	
0.00001000	0.14633918	0.00000660	0.00349998	0.00002826	0.00004171	0.00000155	
0.00001000	0.14072206	0.00000776	0.00350339	0.00002789	0.00004190	0.00000155	
0.00001000	0.14009839	0.00000670	0.00350879	0.00002806	0.00004139	0.00000155	
0.00001000	0.13755638	0.00000724	0.00347959	0.00002851	0.00004141	0.00000156	
0.00001000	0.14377753	0.00000722	0.00353410	0.00002802	0.00004339	0.00000158	
0.00001000	0.13657889	0.00000700	0.00351803	0.00002820	0.00004122	0.00000158	
0.00001000	0.14835823	0.00000735	0.00347797	0.00002849	0.00004110	0.00000154	
0.00001000	0.14648043	0.00000689	0.00347037	0.00002861	0.00004135	0.00000154	
0.00001000	0.14937164	0.00000753	0.00349577	0.00002820	0.00004135	0.00000154	
0.00001000	0.14925220	0.00000663	0.00353011	0.00002781	0.00004183	0.00000155	
0.00001000	0.14436269	0.00000754	0.00350010	0.00002811	0.00004136	0.00000155	
0.00001000	0.14435310	0.00000697	0.00348081	0.00002835	0.00004121	0.00000155	
0.00001000	0.14378317	0.00000709	0.00349246	0.00002829	0.00004117	0.00000156	
0.00001000	0.14336375	0.00000720	0.00350523	0.00002790	0.00004156	0.00000155	
0.00001000	0.14843907	0.00000679	0.00348007	0.00002826	0.00004153	0.00000154	
0.00001000	0.15272338	0.00000768	0.00347844	0.00002814	0.00004175	0.00000154	
0.00001000	0.13428988	0.00000673	0.00349753	0.00002814	0.00004141	0.00000155	
0.00001000	0.14630966	0.00000746	0.00348532	0.00002823	0.00004153	0.00000154	
0.00001000	0.14288848	0.00000682	0.00351665	0.00002795	0.00004132	0.00000155	
0.00001000	0.13692598	0.00000743	0.00349347	0.00002809	0.00004124	0.00000155	
0.00001000	0.13630561	0.00000687	0.00348598	0.00002833	0.00004136	0.00000154	
0.00001000	0.15152190	0.00000740	0.00349217	0.00002805	0.00004220	0.00000154	
0.00001000	0.15186215	0.00000644	0.00349819	0.00002821	0.00004208	0.00000155	
0.00001000	0.14816385	0.00000841	0.00345912	0.00002841	0.00004228	0.00000153	
0.00001000	0.14927909	0.00000609	0.00350205	0.00002856	0.00004282	0.00000154	
0.00001000	0.14316125	0.00000852	0.00350464	0.00002802	0.00004291	0.00000154	
0.00001000	0.13991407	0.00000605	0.00351852	0.00002819	0.00004348	0.00000155	
0.00001000	0.14872626	0.00000827	0.00347590	0.00002837	0.00004166	0.00000154	
0.00001000	0.14701574	0.00000624	0.00347248	0.00002850	0.00004102	0.00000155	
0.00001000	0.14277865	0.00000816	0.00347943	0.00002821	0.00004163	0.00000155	
0.00001000	0.15274579	0.00000631	0.00352189	0.00002792	0.00004215	0.00000155	
0.00001000	0.14396040	0.00000770	0.00349108	0.00002830	0.00004147	0.00000155	
0.00001000	0.14118419	0.00000690	0.00347608	0.00002829	0.00004140	0.00000154	
0.00001000	0.14942654	0.00000679	0.00349650	0.00002817	0.00004148	0.00000155	
